id;paisResidenciaActual;estadoResidenciaActual;ciudadResidenciaActual;empresaActual;cargoActual;donante;profesor;fechaActualizacion;fechaExpiracion
5779;COLOMBIA;SANTANDER;BUCARAMANGA;NA;NA;0;0;9/22/2009;01/01/2999
3651; Colombia; Cundinamarca; Bogot? D.C.; SNC Lavalin Itansuca; Profesional Cambio Cultural;D;D;01/01/2012;01/01/2099
3863; Colombia; Cundinamarca; Bogot? D.C.; ESPUMTEX SAS; INGENIERA DE PLANEACI?N MANUFACTURA;D;D;01/01/2012;01/01/2099
4597;NA;NA;NA;NA;NA;D;D;01/01/2013;01/01/2099
2678; Colombia;NA; Cartagena; CLINICA UNIVERSITARIA SAN JUNA DE DIOS; MEDICO;D;D;01/01/2011;01/01/2099
5195;COLOMBIA;BOGOTA D.C.;BOGOT? D.C.;NA;NA;0;0;12/2/2014;01/01/2999
4351; Colombia; Cundinamarca; Bogot? D.C.; Ernst & Young; Abogada Junior (Staff);D;D;01/08/2013;01/01/2099
6685;ALEMANIA;BAYERN;MUNICH;NA;NA;0;0;9/3/2012;01/01/2999
6128;ALEMANIA;BADEN-W?RTTEMBERG;STUTTGART;NA;DIRECTOR DE PROYECTO;0;0;10/21/2013;01/01/2999
6058;COLOMBIA;BOGOTA D.C.;BOGOT? D.C.;NA;DOCTORAL RESEARCHER;0;0;12/2/2016;01/01/2999
2498;NA; Cundinamarca; Bogot? D.C.; INDEPENDIENTE; ABOGADO;D;D;01/01/2011;01/01/2099
1943; Colombia; Cundinamarca; Bogot? D.C.; Universidad De Los Andes; Investigador Y Profesor De Catedra Facultad De Economia;D;D;01/01/2010;01/01/2099
1065;NA;NA;NA; Eon S.A.; Asesor Comercial;D;D;01/08/2010;01/01/2099
5465;COLOMBIA;BOGOTA D.C.;BOGOT? D.C.;NA;PROFESIONAL EN PREVENCION DE RIESGOS;0;0;8/19/2010;01/01/2999
4977; Colombia; Cundinamarca; Bogot? D.C.; AUROS COPIA SA; ASISTENTE EN LOGISTICA;D;D;01/01/2013;01/01/2099
2602; Colombia; Cundinamarca; Bogot? D.C.; SONIDO 12 PULGADAS; GERENTE GENERAL;D;D;01/01/2011;01/01/2099
900; Colombia; Cundinamarca; Bogot? D.C.; Daniel Bermudez Cia; Arquitecto;D;D;01/01/2009;01/01/2099
1537; Colombia; Cundinamarca; Bogot? D.C.; Image Id; Director Administrativo;D;D;01/01/2010;01/01/2099
6908;COLOMBIA;BOGOTA D.C.;BOGOT? D.C.;NA;ANALISTA DE SISTEMAS;0;0;11/30/2016;01/01/2999
2067; Colombia; Cundinamarca; Bogot? D.C.; Pirotecnicos El Vaquero; Director;D;D;01/08/2011;01/01/2099
4699; Colombia; Cundinamarca; Bogot? D.C.; C?mara Colombiana De La Infraestructura; Abogada Junior;D;D;01/01/2013;01/01/2099
6581;COLOMBIA;BOGOTA D.C.;BOGOT? D.C.;NA;DIRECTOR UNIDAD ADMINISTRATIVA SUBGERENCIA INDUSTRIAL;0;0;10/23/2013;01/01/2999
783; Colombia; Cundinamarca; Bogot? D.C.; Universidad De Los Andes; Asistente Proyecto SPA-Alcohol;D;D;01/01/2009;01/01/2099
2367; Colombia; Cundinamarca; Bogot? D.C.; Goethe-Institut Bogot?; Asistente De Proyectos;D;D;01/08/2011;01/01/2099
5668;COLOMBIA;BOGOTA D.C.;BOGOT? D.C.;NA;NA;0;0;9/30/2015;01/01/2999
7100;COLOMBIA;BOGOTA D.C.;BOGOT? D.C.;NA;NA;0;0;4/23/2014;01/01/2999
3098; Colombia; Cundinamarca; Bogot? D.C.; The Fundacion Para La Promocion Y Difusion Del Ingles; Profesor;D;D;01/08/2012;01/01/2099
6747;COLOMBIA;BOGOTA D.C.;BOGOT? D.C.;NA;DIRECTORA EJECUTIVA;0;0;11/22/2016;01/01/2999
6428;COLOMBIA;BOGOTA D.C.;BOGOT? D.C.;NA;RESIDENTE DE OBRA;0;0;10/10/2016;01/01/2999
5259;COLOMBIA;BOGOTA D.C.;BOGOT? D.C.;NA;NA;0;0;8/4/2016;01/01/2999
693; Colombia; Cundinamarca; Bogot? D.C.; SOLEMOG; GERENTE COMERCIAL;D;D;01/01/2009;01/01/2099
5875;COLOMBIA;BOGOTA D.C.;BOGOT? D.C.;NA;GERENTE DE PLANEACION;0;0;9/29/2016;01/01/2999
6040;ESPA?A;CATALU?A;BARCELONA;NA;RURAL DPTO DE GINECOLOGIA OBSTETRICIA Y REPRODUCCION HUMANA;0;0;4/19/2016;01/01/2999
3787; Colombia; Cundinamarca; Bogot? D.C.; Catlin Insurante Company; asiatente De Subcrepcion;D;D;01/01/2012;01/01/2099
5460;COLOMBIA;ATLANTICO;BARRANQUILLA;NA;NA;0;0;1/1/2001;01/01/2999
5583;CANADA;QUEBEC;MONTREAL;NA;NA;0;0;3/6/2012;01/01/2999
3041; Canad?; Ontario; Toronto;NA;NA;D;D;01/08/2012;01/01/2099
6657;COLOMBIA;BOGOTA D.C.;BOGOT? D.C.;NA;ADMINISTRADOR DE INVENTARIOS;0;0;12/9/2015;01/01/2999
1559; Colombia;NA; Cundinamraca;NA;NA;D;D;01/01/2010;01/01/2099
5121; Colombia; Cundinamarca; Bogot? D.C.; Comba Internacional; Consultora;D;D;01/01/2013;01/01/2099
5489;NO DISPONIBLE;NO DISPONIBLE;NO DISPONIBLE;NA;NA;0;0;4/10/2012;01/01/2999
5374;COLOMBIA;BOGOTA D.C.;BOGOT? D.C.;NA;PROFESIONAL ASEGURAMIENTO DEL INGRESO;0;0;11/9/2016;01/01/2999
6308;COLOMBIA;BOGOTA D.C.;BOGOT? D.C.;NA;NA;0;0;3/17/2016;01/01/2999
2098; Colombia; Tolima; Ibague;NA;NA;D;D;01/08/2011;01/01/2099
1374;NA;NA;NA; Senado; Asesora Comisi?n Primera Del Senado;D;D;01/08/2010;01/01/2099
5458;COLOMBIA;BOGOTA D.C.;BOGOT? D.C.;NA;INGENIERA;0;0;11/15/2016;01/01/2999
4451; Colombia; Cundinamarca; Bogot? D.C.; Nielsen; Ejecutivo De Entrenamiento;D;D;01/08/2013;01/01/2099
83; Colombia; Cundinamarca; Bogot? D.C.; Ingetec S.A; Ingeniero Auxiliar;D;D;01/08/2009;01/01/2099
431; Estados Unidos; Texas; College Station; Texas A&M University; Data Manager And Security Associate;D;D;01/08/2009;01/01/2099
1631; Colombia; Cundinamarca; Bogot? D.C.; Pragma Sa; Ing De Proyectos;D;D;01/01/2010;01/01/2099
6903;COLOMBIA;BOGOTA D.C.;BOGOT? D.C.;NA;GERENTE GENERAL;0;0;6/18/2015;01/01/2999
197; Colombia; Cundinamarca; Bogot? D.C.; Arias Serna Saravia; Arquitecto Proyectista;D;D;01/08/2009;01/01/2099
1048;NA;NA;NA; Departamento De Odontologia, Fundacion Cardioinfantil; Analista Administrartivo;D;D;01/08/2010;01/01/2099
5890;COLOMBIA;BOGOTA D.C.;BOGOT? D.C.;NA;ESPECIALISTA DE PLANEACION ESTRATEGICA;0;0;12/1/2016;01/01/2999
4112; Colombia; Cundinamarca; Bogot? D.C.; Strapo  Consultores; Analista;D;D;01/08/2013;01/01/2099
327; Colombia; Cundinamarca; Bogot? D.C.; Ecocapital; Asistente De Gerente General Y Coordinador De Logistica;D;D;01/08/2009;01/01/2099
3721; Colombia; Cundinamarca; Bogot? D.C.; mocpiluca; Productor;D;D;01/01/2012;01/01/2099
7006;COLOMBIA;BOGOTA D.C.;BOGOT? D.C.;NA;GERENTE;0;0;11/23/2016;01/01/2999
5757;COLOMBIA;BOLIVAR;CARTAGENA;NA;NA;0;0;9/22/2009;01/01/2999
3153; Colombia; Cundinamarca; Bogot? D.C.; LAGUNA LIBROS; ASISTENTE EDITORIAL;D;D;01/08/2012;01/01/2099
2906; Colombia; Cundinamarca; Bogot? D.C.; CARVAJAL; COORDINADORA DE PROYECTOS;D;D;01/01/2011;01/01/2099
530; Colombia; Cundinamarca; Bogot? D.C.; HEYMOCOL; ARQUITECTO DISENADOR;D;D;01/01/2009;01/01/2099
207; Colombia; Cundinamarca; Bogot? D.C.; Valfinanzas; Analista;D;D;01/08/2009;01/01/2099
3481; Colombia; Cundinamarca; Bogot? D.C.; Empresa Multimodal S.A.S.; Asistente T?cnico;D;D;01/08/2012;01/01/2099
5695;COLOMBIA;RISARALDA;PEREIRA;NA;NA;0;0;11/27/2014;01/01/2999
2798; Colombia; Cundinamarca; Bogot? D.C.; CORTE CONSTITUCIONAL; AUXILIAR JUDUCIAL;D;D;01/01/2011;01/01/2099
7163;COLOMBIA;BOGOTA D.C.;BOGOT? D.C.;NA;DIRECTORA COMERCIAL DE TECNOLOGIA;0;0;6/9/2016;01/01/2999
852; Colombia; Cundinamarca; Bogot? D.C.; CUANTINO; CONSULTOR JUNIOR;D;D;01/01/2009;01/01/2099
1439; Colombia; Cundinamarca; Bogot? D.C.; Universidad De Los Andes; Analista De Laboratorio;D;D;01/01/2010;01/01/2099
5589;SUIZA;CANT?N DE Z?RICH;Z?RICH;NA;NA;0;0;2/12/2014;01/01/2999
529; Colombia; Cundinamarca; Bogot? D.C.; LEGART S.A.S; Independiente;D;D;01/01/2009;01/01/2099
4981; Colombia; Cundinamarca; Bogot? D.C.; extracco  Consultores; analista;D;D;01/01/2013;01/01/2099
3532; Colombia; Cundinamarca; Bogot? D.C.; -; -;D;D;01/01/2012;01/01/2099
6498;COLOMBIA;BOGOTA D.C.;BOGOT? D.C.;NA;ASISTENTE DE TRADE MARKETING DANONE;0;0;11/28/2016;01/01/2999
3160; Colombia; Cundinamarca; Bogot? D.C.; GfK Retail & Technology Colombia; Proyect Analyst;D;D;01/08/2012;01/01/2099
3801; Colombia; Cundinamarca; Bogot? D.C.; PRIETO CARRISOZA; asocioada;D;D;01/01/2012;01/01/2099
6395;COLOMBIA;QUINDIO;ARMENIA;NA;NA;0;0;6/16/2016;01/01/2999
6454;COLOMBIA;BOGOTA D.C.;BOGOT? D.C.;NA;PROFESIONAL UNIVERSITARIO;0;0;12/1/2016;01/01/2999
56; Colombia; Cundinamarca; Bogot? D.C.; Emeba Limitada; Mercadeo;D;D;01/08/2009;01/01/2099
4969; Colombia; Cundinamarca; Bogot? D.C.; Colegio Anglo Colombiano; Profesora Asistente;D;D;01/01/2013;01/01/2099
5498;COLOMBIA;BOGOTA D.C.;BOGOT? D.C.;NA;GERENTE;0;0;11/10/2016;01/01/2999
7095;COLOMBIA;VALLE;CALI;NA;DIRECTOR MESA DE DINERO;0;0;11/30/2016;01/01/2999
1905; Colombia; Cundinamarca; Bogot? D.C.; Chopinar; Administradora;D;D;01/01/2010;01/01/2099
4152; Colombia; Cundinamarca; Bogot? D.C.; Hepta Proyectos SAS; Proyectista Civil;D;D;01/08/2013;01/01/2099
4439; Colombia; Cundinamarca; Bogot? D.C.; Corredores Asociados; Asesora De Inversiones;D;D;01/08/2013;01/01/2099
3584; Colombia; Cundinamarca; Bogot? D.C.; Quanam; Consultor;D;D;01/01/2012;01/01/2099
5725;EMIRATOS ARABES;DUBAI;DUBAI;NA;SALES AND MARKETING;0;0;9/14/2012;01/01/2999
6637;COLOMBIA;BOGOTA D.C.;BOGOT? D.C.;NA;TRADE MARKETING;0;0;9/29/2015;01/01/2999
6883;COLOMBIA;BOGOTA D.C.;BOGOT? D.C.;NA;NA;0;0;3/9/2015;01/01/2999
6189;COLOMBIA;BOGOTA D.C.;BOGOT? D.C.;NA;DECANO FACULTAD DE ADMINISTRACI?N;0;0;4/23/2008;01/01/2999
3305; Colombia; Cundinamarca; Bogot? D.C.; U ANDES; ASISTENTE GRADUADO;D;D;01/08/2012;01/01/2099
7207;COLOMBIA;BOGOTA D.C.;BOGOT? D.C.;NA;DISE?ADOR;0;0;1/17/2012;01/01/2999
294; Colombia; Cundinamarca; Bogot? D.C.; Universidad De Los Andes; Auxiliar Administrativo;D;D;01/08/2009;01/01/2099
909; Colombia; Cundinamarca; Bogot? D.C.; CONSTRUCCIONES PLANIFICADAS; ARQUITECTA RESIDENTE DE OBRA;D;D;01/01/2009;01/01/2099
6948;COLOMBIA;BOGOTA D.C.;BOGOT? D.C.;NA;NA;0;0;7/26/2012;01/01/2999
1289;NA;NA;NA; Manufacturas Siliceaf; Director De Produccion;D;D;01/08/2010;01/01/2099
2541; Colombia; Cundinamarca; Bogot? D.C.; ONGC VIDESH LIMITED; Coordinador HSE;D;D;01/01/2011;01/01/2099
5375;COLOMBIA;BOGOTA D.C.;BOGOT? D.C.;NA;NA;0;0;12/14/2012;01/01/2999
3992; Colombia; Cundinamarca; Bogot? D.C.; Emgesa; ProfeciOnal En Administracion De Finansas;D;D;01/01/2012;01/01/2099
2280; Colombia; Antioquia; Medell?n; Grupo De Inversiones Suramericana; Analista De Inversiones;D;D;01/08/2011;01/01/2099
2717; Colombia; Cundinamarca; Bogot? D.C.; QA Ingenieros; Ingeniera;D;D;01/01/2011;01/01/2099
3009; Colombia; Cundinamarca; Bogot? D.C.; Universidad De Los Andes; Asistente Graduado;D;D;01/08/2012;01/01/2099
5301;COLOMBIA;BOGOTA D.C.;BOGOT? D.C.;NA;NA;0;0;10/2/2015;01/01/2999
3519; Colombia; Cundinamarca; Bogot? D.C.; UNIVERSIDAD DE LOS ANDES; ASISTENTE GRADUADA;D;D;01/01/2012;01/01/2099
3517; Colombia; Cundinamarca; Bogot? D.C.; Instituto Colombiano De Bienestar Familiar; Analista De Software;D;D;01/01/2012;01/01/2099
6324;COLOMBIA;ANTIOQUIA;MEDELLIN;NA;ANALISTA DE ENTRENAMIENTO;0;0;11/7/2014;01/01/2999
5939;COLOMBIA;BOGOTA D.C.;BOGOT? D.C.;NA;SUSCRIPTOR LINEAS FINANCIERAS;0;0;6/20/2013;01/01/2999
7007;COLOMBIA;BOGOTA D.C.;BOGOT? D.C.;NA;DIRECTOR DE PROYECTOS;0;0;11/11/2016;01/01/2999
3469; Colombia; Cundinamarca; Bogot? D.C.; System Integral Group Ltda.; Consultor;D;D;01/08/2012;01/01/2099
5821;COLOMBIA;BOGOTA D.C.;BOGOT? D.C.;NA;DISE?ADORA DE PAGINAS WEB Y CREACION DE MARCA;0;0;11/17/2015;01/01/2999
4452; Colombia; Cundinamarca; Bogot? D.C.; DATA TRASSIS; Ingeniero De Proyectos;D;D;01/08/2013;01/01/2099
2358; Colombia; Cundinamarca; Bogot? D.C.; Gandour Consultores; Asistente;D;D;01/08/2011;01/01/2099
5696;COLOMBIA;ATLANTICO;BARRANQUILLA;NA;NA;0;0;3/8/2004;01/01/2999
2077; Colombia; Cundinamarca; Bogot? D.C.; Banco De Occidente; Analista Profesional;D;D;01/08/2011;01/01/2099
6222;COLOMBIA;VALLE;CALI;NA;NA;0;0;9/22/2009;01/01/2999
5614;COLOMBIA;BOGOTA D.C.;BOGOT? D.C.;NA;ANALISTA;0;0;6/4/2013;01/01/2999
5562;COLOMBIA;BOGOTA D.C.;BOGOT? D.C.;NA;NA;0;0;8/25/2014;01/01/2999
6548;COLOMBIA;BOLIVAR;CARTAGENA;NA;NA;0;0;11/24/2014;01/01/2999
160; Colombia; Cundinamarca; Bogot? D.C.; Avantel S.A.; Profesional J?nior De Interconexi?n;D;D;01/08/2009;01/01/2099
5736;COLOMBIA;ATLANTICO;BARRANQUILLA;NA;NA;0;0;11/8/2016;01/01/2999
1420;NA;NA;NA; Fedesarrollo; Asistente De Investigaci?n;D;D;01/08/2010;01/01/2099
1470;NA;NA;NA; Plare; Consultor De Paisaje / Dise?ador Arquitectonico;D;D;01/01/2010;01/01/2099
5786;COLOMBIA;BOGOTA D.C.;BOGOT? D.C.;NA;INDEPENDIENTE;0;0;12/7/2005;01/01/2999
6863;COLOMBIA;BOGOTA D.C.;BOGOT? D.C.;NA;ABOGADO;0;0;2/19/2016;01/01/2999
6606;COLOMBIA;BOGOTA D.C.;BOGOT? D.C.;NA;COORDINADOR DE PROYECTOS;0;0;12/1/2016;01/01/2999
6887;COLOMBIA;BOGOTA D.C.;BOGOT? D.C.;NA;NA;0;0;12/1/2009;01/01/2999
1734; Colombia; Cundinamarca; Bogot? D.C.; Saitel; Agente Bilingue;D;D;01/01/2010;01/01/2099
5850;COLOMBIA;BOGOTA D.C.;BOGOT? D.C.;NA;NA;0;0;3/19/2013;01/01/2999
6732;HOLANDA;NO DISPONIBLE;NO DISPONIBLE;NA;NA;0;0;2/20/2015;01/01/2999
701; Colombia; Cundinamarca; Bogot? D.C.; PROEXPORT COLOMBIA; CONSULTORA CONVENIO BID PROEXPORT;D;D;01/01/2009;01/01/2099
1318;NA;NA;NA; Sofasa Renault; Analista De Ventas;D;D;01/08/2010;01/01/2099
5472;COLOMBIA;BOGOTA D.C.;BOGOT? D.C.;NA;NA;0;0;11/8/2016;01/01/2999
6969;NA;NA;NA;NA;AUDITOR INTERNO;0;0;1/1/2001;01/01/2999
1045;NA;NA;NA; Cci; Asistente De Temas Econ?micos;D;D;01/08/2010;01/01/2099
3884; Colombia; Valle; Cali; Colgate Palmolive; Asistente Investigaciones;D;D;01/01/2012;01/01/2099
1861; Colombia; Cundinamarca; Bogot? D.C.; Universidad De Los Andes / Independiente; Investigador Y Asesor Juridico;D;D;01/01/2010;01/01/2099
4008; Colombia; Cundinamarca; Bogot? D.C.; Intelleg?; Consultor Junior;D;D;01/01/2012;01/01/2099
4180; Colombia; Valle; Cali;NA;NA;D;D;01/08/2013;01/01/2099
140; Colombia; Cundinamarca; Bogot? D.C.; Innovations For Poverty Action; Project Associate;D;D;01/08/2009;01/01/2099
4736; Colombia; Cundinamarca; Bogot? D.C.; Aceites Finos; Coordinadora;D;D;01/01/2013;01/01/2099
5115; Colombia; Cundinamarca; Bogot? D.C.; SERVET SAS; ENCARGADA MOLECULAR;D;D;01/01/2013;01/01/2099
446;NA;NA;NA;NA;NA;D;D;01/01/2009;01/01/2099
2; Colombia; Cundinamarca; Bogot? D.C.; Colsubsidio; Promotor Cultural;D;D;01/08/2009;01/01/2099
976; Colombia; Cundinamarca; Bogot? D.C.; Geofundaciones; Asistente De Producci?n;D;D;01/01/2009;01/01/2099
3837; Colombia; Cundinamarca; Bogot? D.C.; viarco; ingeniero Reesidente;D;D;01/01/2012;01/01/2099
4119; Colombia; Cundinamarca; Bogot? D.C.; Gandour Consultores Ltda.; Consultor Junior;D;D;01/08/2013;01/01/2099
2571; Colombia; Cundinamarca; Bogot? D.C.; COLOMBO AMERICANO; PROFESOR;D;D;01/01/2011;01/01/2099
1051;NA;NA;NA; Colegio La Colina; Docente;D;D;01/08/2010;01/01/2099
5773;COLOMBIA;BOGOTA D.C.;BOGOT? D.C.;NA;NA;0;0;10/26/2015;01/01/2999
2080; Colombia; Cundinamarca; Bogot? D.C.; Universidad Javeriana; Profesor Investigador Temporal;D;D;01/08/2011;01/01/2099
4887; Colombia; Cundinamarca; Bogot? D.C.; GRUPO SPIRA; TRADUCTOR;D;D;01/01/2013;01/01/2099
4961; Colombia; Cundinamarca; Bogot? D.C.; Bavaria Sa; Coordinador De Marca;D;D;01/01/2013;01/01/2099
6055;COLOMBIA;BOGOTA D.C.;BOGOT? D.C.;NA;NA;0;0;2/8/2016;01/01/2999
6622;COLOMBIA;ATLANTICO;BARRANQUILLA;NA;ASESOR;0;0;2/3/2006;01/01/2999
1106;NA;NA;NA; Dotaconfes; Asistente De Gerencia;D;D;01/08/2010;01/01/2099
2563; Colombia; C?rdoba; Monter?a; INDEPENDIENTE; ASESOR;D;D;01/01/2011;01/01/2099
6509;COLOMBIA;BOGOTA D.C.;BOGOT? D.C.;NA;NA;0;0;8/27/2014;01/01/2999
6980;COLOMBIA;CHOCO;QUIBDO;NA;PROFESIONAL CONTRATISTA;0;0;10/22/2016;01/01/2999
30; Alemania;NA; Stuttgart;NA;NA;D;D;01/08/2009;01/01/2099
1392;NA;NA;NA; Opciones Administrativas Grupo Santford; Coordinador De Comercializadoras;D;D;01/08/2010;01/01/2099
2624; Colombia; Cundinamarca; Bogot? D.C.; COLEGIO INTERAMERICANO DE SAN FRANCISCO; DOCENTE DE ARTE Y MUSICA;D;D;01/01/2011;01/01/2099
2226; Colombia; Cundinamarca; Cajic?; Ecofuel; Analista De Planeaci?n Financiera;D;D;01/08/2011;01/01/2099
4384; Colombia; Cundinamarca; Bogot? D.C.; aon; analista De Mercadeo;D;D;01/08/2013;01/01/2099
7050;COLOMBIA;BOGOTA D.C.;BOGOT? D.C.;NA;GERENTE TEXTIL Y DE DISE?O DE INTERIOR;0;0;9/26/2013;01/01/2999
6005;COLOMBIA;VALLE;CALI;NA;NA;0;0;4/22/2010;01/01/2999
6620;COLOMBIA;BOGOTA D.C.;BOGOT? D.C.;NA;GERENTE DE VENTAS;0;0;4/22/2010;01/01/2999
7029;COLOMBIA;CUNDINAMARCA;CHIA;NA;NA;0;0;11/9/2016;01/01/2999
3911; Colombia; Cundinamarca; Bogot? D.C.; Alpina; Analista Go To Market;D;D;01/01/2012;01/01/2099
3368; Colombia; Cundinamarca; Bogot? D.C.; Interpanel S.A; Residente De Obra;D;D;01/08/2012;01/01/2099
4334; Colombia; Cundinamarca; Bogot? D.C.; UNIDAD PARA LA ATENCION Y REPARACION INTEGRAL A LAS VICTIMAS; ASESOR NACIONAL DE LA COORDINACION DE RETORNOS Y REUBICACIONES;D;D;01/08/2013;01/01/2099
6318;COLOMBIA;BOGOTA D.C.;BOGOT? D.C.;NA;INGENIERO CIVIL;0;0;11/21/2016;01/01/2999
3760; Colombia; Cundinamarca; Bogot? D.C.; electro Silvania; ingeniera De Proyectos;D;D;01/01/2012;01/01/2099
1305;NA;NA;NA; Corpoamazonia; Contratista;D;D;01/08/2010;01/01/2099
6862;COLOMBIA;BOGOTA D.C.;BOGOT? D.C.;NA;NA;0;0;12/16/2015;01/01/2999
1421;NA;NA;NA; Fundaci?n Nenufar; Docente;D;D;01/08/2010;01/01/2099
4524; Colombia; Cundinamarca; Bogot? D.C.; Internaticinal Manasmen Asesor IMA; Condultor;D;D;01/08/2013;01/01/2099
4064; Colombia; Cundinamarca; Bogot? D.C.; Museo Quinta De Bol?var; Comunicadora Educativa;D;D;01/01/2012;01/01/2099
4825; Colombia; Cundinamarca; Bogot? D.C.; p; assorme;D;D;01/01/2013;01/01/2099
3144; Colombia; Cundinamarca; Bogot? D.C.; INGETEC; INGENIERO AUXILIAR;D;D;01/08/2012;01/01/2099
1246;NA;NA;NA; Si99; Ingeniera De Produccion;D;D;01/08/2010;01/01/2099
7080;COLOMBIA;TOLIMA;IBAGUE;NA;NA;0;0;2/13/2015;01/01/2999
3697; Colombia; Cundinamarca; Bogot? D.C.; andres Carne De Res; profesional Abanderada De Gestion Y Calidad De Frutas Y Verduras;D;D;01/01/2012;01/01/2099
4860; Colombia; Cundinamarca; Bogot? D.C.; INNPULSA DE COLBIA; ANALISTA;D;D;01/01/2013;01/01/2099
1906; Colombia; Cundinamarca; Bogot? D.C.; Mercaavicola; Auxiliar De Contabilidad;D;D;01/01/2010;01/01/2099
2545; Colombia; Cundinamarca; Bogot? D.C.; THE BREAK THRU; CONSULTOR EN ESTRATEGIA;D;D;01/01/2011;01/01/2099
1244;NA;NA;NA; Gsd Plus; Dise?ador Industrial;D;D;01/08/2010;01/01/2099
883; Colombia; Cundinamarca; Bogot? D.C.; Contralor?a General De La Rep?blica; Abogada;D;D;01/01/2009;01/01/2099
5587;COLOMBIA;BOGOTA D.C.;BOGOT? D.C.;NA;VENDEDOR;0;0;2/13/2015;01/01/2999
7222;COLOMBIA;BOGOTA D.C.;BOGOT? D.C.;NA;ASESOR;0;0;9/24/2015;01/01/2999
4275; Colombia; Cundinamarca; Bogot? D.C.; Constructora Gallery; Coordinador De Dise?o;D;D;01/08/2013;01/01/2099
6996;NO DISPONIBLE;NO DISPONIBLE;NO DISPONIBLE;NA;NA;0;0;11/25/2013;01/01/2999
5317;COLOMBIA;BOGOTA D.C.;BOGOT? D.C.;NA;NA;0;0;11/27/2014;01/01/2999
6167;ESPA?A;CATALU?A;BARCELONA;NA;NA;0;0;7/17/2012;01/01/2999
3325; Colombia; Cundinamarca; Bogot? D.C.; RAWLINGS CONSULTANTS; BUSINESS ANALIST;D;D;01/08/2012;01/01/2099
1681; Colombia; Cundinamarca; Bogot? D.C.; Estrategias Y Finanzas Corporativas Eficorp; Analista De Banca De Inversi?n;D;D;01/01/2010;01/01/2099
6266;COLOMBIA;CUNDINAMARCA;CHIA;NA;NA;0;0;11/26/2014;01/01/2999
493; Colombia; Cundinamarca; Bogot? D.C.; INDEPENDIENTE; CONSULTOR;D;D;01/01/2009;01/01/2099
4014; Colombia; Cundinamarca; Bogot? D.C.; Banco De La Republica; Profecional;D;D;01/01/2012;01/01/2099
5708;COLOMBIA;BOGOTA D.C.;BOGOT? D.C.;NA;ANALISTA DE ABASTECIMIENTOS;0;0;10/11/2016;01/01/2999
2651; Colombia; Cundinamarca; Bogot? D.C.; HUAWEI TECNOLOGI; ING DE PREVENTA;D;D;01/01/2011;01/01/2099
4999; Colombia; Cundinamarca; Bogot? D.C.; Quala; Ingenieri En Einvestiaicoion;D;D;01/01/2013;01/01/2099
3081; Colombia; Cundinamarca; Bogot? D.C.; ASE SOFTWARE; GERENTE DE CUENTA;D;D;01/08/2012;01/01/2099
5332;COLOMBIA;BOGOTA D.C.;BOGOT? D.C.;NA;NA;0;0;11/10/2016;01/01/2999
823; Colombia; Cundinamarca; Bogot? D.C.; MGT; ARQUITECTA;D;D;01/01/2009;01/01/2099
5088; Colombia; Cundinamarca; Bogot? D.C.; Carbosquimica; analista De Compras;D;D;01/01/2013;01/01/2099
3947; Colombia; Cundinamarca; Bogot? D.C.; AVIANCA; Analista Gesti?n Estrat?gica;D;D;01/01/2012;01/01/2099
5348;COLOMBIA;BOGOTA D.C.;BOGOT? D.C.;NA;ASSISTANT PROJECT MANAGER;0;0;10/21/2015;01/01/2999
6104;COLOMBIA;BOGOTA D.C.;BOGOT? D.C.;NA;INTERN HYH MOT;0;0;10/4/2013;01/01/2999
6818;COLOMBIA;BOGOTA D.C.;BOGOT? D.C.;NA;PROFESORA;0;0;11/8/2016;01/01/2999
2150; Colombia; Cundinamarca; Bogot? D.C.; Gomez Pinzon Zuleta Abogados; Abogado Asociado;D;D;01/08/2011;01/01/2099
733; Colombia; Cundinamarca; Bogot? D.C.; CAVAR S.A.; DISE?ADOR;D;D;01/01/2009;01/01/2099
5537;CANADA;QUEBEC;MONTREAL;NA;NA;0;0;8/12/2011;01/01/2999
6791;COLOMBIA;BOGOTA D.C.;BOGOT? D.C.;NA;VICEPRESIDENTE;1;0;11/19/2014;01/01/2999
1851; Colombia; Cundinamarca; Bogot? D.C.; Pacar;NA;D;D;01/01/2010;01/01/2099
2020;NA;NA;NA; Pricewaterhousecoopers; Asistente Soc;D;D;01/08/2011;01/01/2099
1649; Colombia; Cundinamarca; Bogot? D.C.; British American Tobacco; Ingeniera;D;D;01/01/2010;01/01/2099
5262;NA;NA;NA;NA;NA;0;0;12/10/2014;01/01/2999
7076;COLOMBIA;BOGOTA D.C.;BOGOT? D.C.;NA;GERENTE GENERAL;0;0;6/9/2016;01/01/2999
6327;COLOMBIA;VALLE;CALI;NA;INGENIERO MECANICO;0;0;1/3/2012;01/01/2999
6303;COLOMBIA;BOGOTA D.C.;BOGOT? D.C.;NA;NA;0;0;1/26/2015;01/01/2999
5682;COLOMBIA;BOGOTA D.C.;BOGOT? D.C.;NA;GERENTE;0;0;8/24/2015;01/01/2999
5101; Colombia; Cundinamarca; Bogot? D.C.; Avianca; especialista  Autorizacion  Ingresos;D;D;01/01/2013;01/01/2099
5560;COLOMBIA;BOGOTA D.C.;BOGOT? D.C.;NA;ESTUDIANTE;0;0;6/25/2015;01/01/2999
914; Colombia; Cundinamarca; Bogot? D.C.; SONY ERICSSON; AREA DE MERCADEO;D;D;01/01/2009;01/01/2099
