id;paisResidenciaActual;estadoResidenciaActual;ciudadResidenciaActual;empresaActual;cargoActual;donante;profesor;fechaActualizacion;fechaExpiracion
4192; Colombia; Cundinamarca; Bogot? D.C.; universidad De Los Andes; asistente De Investigacion;D;D;01/08/2013;01/01/2099
6593;COLOMBIA;BOGOTA D.C.;BOGOT? D.C.;NA;PROFESIONAL;0;0;9/29/2015;01/01/2999
5000; Colombia; Cundinamarca; Bogot? D.C.; Universidad De Los Andes; Asistente Graduado De Investigaci?n;D;D;01/01/2013;01/01/2099
3301; Colombia; Cundinamarca; Bogot? D.C.; DELOITTE; ASISTENTE LEGAL;D;D;01/08/2012;01/01/2099
5151; Colombia; Cundinamarca; Bogot? D.C.; Tecniaguas Industrial Y Comerial Sas; Ingeniero De Procesos;D;D;01/01/2013;01/01/2099
6714;COLOMBIA;TOLIMA;IBAGUE;NA;NA;0;0;3/17/2015;01/01/2999
1302;NA;NA;NA; Mva S.A.; Ejecutiva De Cuenta;D;D;01/08/2010;01/01/2099
6448;ESTADOS UNIDOS;PENSILVANIA;PITTSBURGH;NA;INGENIERO;0;0;3/16/2013;01/01/2999
4600; Colombia; Cundinamarca; Bogot? D.C.; Comercial Nutresa; Coordinador De Ventas;D;D;01/01/2013;01/01/2099
6949;COLOMBIA;BOGOTA D.C.;BOGOT? D.C.;NA;TREASURY AND RISK DIRECTOR;1;0;9/28/2016;01/01/2999
5275;COLOMBIA;BOGOTA D.C.;BOGOT? D.C.;NA;DOCENTE;0;0;8/20/2014;01/01/2999
181; Colombia; Cundinamarca; Bogot? D.C.; Saxon Energy Services; Ingeniero De Operaciones;D;D;01/08/2009;01/01/2099
1659; Colombia; Cundinamarca; Bogot? D.C.; Ministerio Del Interior Y De Justicia; Asesora Direccion De Grupos Etnicos;D;D;01/01/2010;01/01/2099
7025;COLOMBIA;SANTANDER;BUCARAMANGA;NA;PRESIDENTE EJECUTIVO;0;0;11/4/2016;01/01/2999
5954;COLOMBIA;BOGOTA D.C.;BOGOT? D.C.;NA;NA;0;0;2/5/2011;01/01/2999
2557; Colombia; Cundinamarca; Bogot? D.C.; ESINCO S.A.; DIRECTOR DE PROYECTOS;D;D;01/01/2011;01/01/2099
5734;NO DISPONIBLE;NO DISPONIBLE;NO DISPONIBLE;NA;CONSULTOR;1;0;5/18/2006;01/01/2999
6676;COLOMBIA;BOGOTA D.C.;BOGOT? D.C.;NA;NA;0;0;8/28/2014;01/01/2999
3241; Colombia; Huila; Neiva; Oil Services And Suplice; Ingeniero De Medici?n;D;D;01/08/2012;01/01/2099
6076;COLOMBIA;BOGOTA D.C.;BOGOT? D.C.;NA;SOCIO FUNDADOR;1;0;8/10/2016;01/01/2999
2644; Colombia; Cundinamarca; Bogot? D.C.; Softline; Ingeniero Preventa;D;D;01/01/2011;01/01/2099
5949;COLOMBIA;BOGOTA D.C.;BOGOT? D.C.;NA;ANALISTA DE CREDITO  CMR FALABELLA;0;0;10/6/2015;01/01/2999
4564; Colombia; Cundinamarca; Bogot? D.C.; Universidda ARBOLEDA; Sicologa En Bienestar Uiversitario;D;D;01/08/2013;01/01/2099
6989;COLOMBIA;BOGOTA D.C.;BOGOT? D.C.;NA;NA;0;0;5/4/2016;01/01/2999
3778; Colombia; Cundinamarca; Bogot? D.C.; DINAMO CONSULTORES; consultora De Banc De Inversiones;D;D;01/01/2012;01/01/2099
533; Colombia; La Guajira; Hatonuevo; Carbones Del Cerrejon Limited; Analista De Comunicaciones;D;D;01/01/2009;01/01/2099
4006; Colombia; Cundinamarca; Bogot? D.C.; Eoslabs; Dise?adora;D;D;01/01/2012;01/01/2099
3128; Colombia; Cundinamarca; Bogot? D.C.; MARAC; EMPRESA PROPIA;D;D;01/08/2012;01/01/2099
3772; Colombia; Cundinamarca; Bogot? D.C.; Advantis Consultor?a Gerencial; Consultor;D;D;01/01/2012;01/01/2099
6710;COLOMBIA;BOGOTA D.C.;BOGOT? D.C.;NA;CO FOUNDER;0;0;11/11/2016;01/01/2999
1087;NA;NA;NA; Fuera De Serie Fds; Directora De Servicio Al Cliente Y Alianzas Corporativas;D;D;01/08/2010;01/01/2099
2705; Colombia; Cundinamarca; Bogot? D.C.; LA GUIA DEL OCIO REVISTA GO; ASESORA COMERCIAL;D;D;01/01/2011;01/01/2099
6508;COLOMBIA;BOGOTA D.C.;BOGOT? D.C.;NA;NA;0;0;7/31/2014;01/01/2999
3373; Colombia; Cundinamarca; Bogot? D.C.; grupo Latina Publicidad; ANALISTA DE INVFESTIGACION;D;D;01/08/2012;01/01/2099
5153; Colombia; Cundinamarca; Bogot? D.C.; uni; asrirmmtt;D;D;01/01/2013;01/01/2099
986; Espa?a; Barcelona; Barcelona;NA;NA;D;D;01/01/2009;01/01/2099
5712;NA;NA;NA;NA;NA;0;0;9/30/2002;01/01/2999
4603; Colombia; Cundinamarca; Bogot? D.C.; Parque Arauco Colombia; Asistente De Tesorer?a;D;D;01/01/2013;01/01/2099
1174;NA;NA;NA; Davivienda; Profesional 1;D;D;01/08/2010;01/01/2099
4881; Colombia; Cundinamarca; Bogot? D.C.; escuela De Gobierno (; asistente De Invetigacion;D;D;01/01/2013;01/01/2099
3019; Colombia; Cundinamarca; Bogot? D.C.; Independiente;NA;D;D;01/08/2012;01/01/2099
5549;COLOMBIA;BOGOTA D.C.;BOGOT? D.C.;NA;NA;0;0;11/27/2015;01/01/2999
5827;COLOMBIA;BOGOTA D.C.;BOGOT? D.C.;NA;INDEPENDIENTE;0;0;11/16/2016;01/01/2999
3608; Colombia; Cundinamarca; Bogot? D.C.; DE ZOO; asistete De Direccion;D;D;01/01/2012;01/01/2099
376; Colombia; Cundinamarca; Bogot? D.C.; Deloitte & Touche; Consultor;D;D;01/08/2009;01/01/2099
4693; Colombia; Cundinamarca; Bogot? D.C.; Universidad De Los Andes; Investigador Asistente;D;D;01/01/2013;01/01/2099
5533;COLOMBIA;BOGOTA D.C.;BOGOT? D.C.;NA;SOCIO;0;0;10/12/2016;01/01/2999
3386; Colombia; Cundinamarca; Bogot? D.C.; SAS; CONSULTORA JUNIOR;D;D;01/08/2012;01/01/2099
5669;COLOMBIA;BOGOTA D.C.;BOGOT? D.C.;NA;INGENIERO OPERACIONES;0;0;6/26/2007;01/01/2999
6770;COLOMBIA;BOGOTA D.C.;BOGOT? D.C.;NA;NA;0;0;11/11/2010;01/01/2999
1457;NA;NA;NA; C?mara De Representantes; Asesora H.R. Humphrey Roa Sarmiento;D;D;01/01/2010;01/01/2099
1177;NA;NA;NA; Ideas Asesores; Tutora Academica;D;D;01/08/2010;01/01/2099
2430; Colombia; Cundinamarca; Bogot? D.C.; Independiente; Asesora;D;D;01/08/2011;01/01/2099
5002; Colombia; Cundinamarca; Bogot? D.C.; Inversiones Gemelas S En C; Socio;D;D;01/01/2013;01/01/2099
6311;COLOMBIA;BOGOTA D.C.;BOGOT? D.C.;NA;DIRECTORA DE ASUNTOS CORPORATIVOS;0;0;4/10/2012;01/01/2999
3694; Colombia; Cundinamarca; Bogot? D.C.; Ministerio Del Interior; Contratista;D;D;01/01/2012;01/01/2099
5071; Colombia; Cundinamarca; Bogot? D.C.; ATP Integridad Y Corrosi?n; Especialista En Seguridad De Procesos Y Gesti?n De Integridad;D;D;01/01/2013;01/01/2099
2902; Colombia; Cundinamarca; Bogot? D.C.; PROCTER & GAMBLE; GERENTE DE MARCA GILLETTE;D;D;01/01/2011;01/01/2099
6340;COLOMBIA;BOGOTA D.C.;BOGOT? D.C.;NA;NA;0;0;8/21/2008;01/01/2999
2960; Colombia; Cundinamarca; Bogot? D.C.; samper Headhunting; consultora Junior De Selecci?n;D;D;01/01/2011;01/01/2099
6984;COLOMBIA;ATLANTICO;BARRANQUILLA;NA;COORDINADOR DE RIESGO OPERATIVO;0;0;9/20/2016;01/01/2999
2615; Colombia; Cundinamarca; Bogot? D.C.; CENTRO DE INVESTIGACION Y EDUCACION POPULAR; ASISTENTE DE INVESTIGACION;D;D;01/01/2011;01/01/2099
1224;NA;NA;NA; Hospital Salazar De Villeta; Medico Rural;D;D;01/08/2010;01/01/2099
962; Colombia; Cundinamarca; Bogot? D.C.; LA DULCERIA SAL, DULCE Y CAFE; GERENTE;D;D;01/01/2009;01/01/2099
4872; Colombia; Cundinamarca; Bogot? D.C.; Oracle; Solution Specialist;D;D;01/01/2013;01/01/2099
5946;COLOMBIA;BOGOTA D.C.;BOGOT? D.C.;NA;NA;0;0;10/10/2005;01/01/2999
6502;COLOMBIA;BOYACA;SOGAMOSO;NA;ARQUITECTO;0;0;5/20/2015;01/01/2999
1492;NA;NA;NA; Yamit Sa Construciones; Directora Rh;D;D;01/01/2010;01/01/2099
1926; Colombia; Cundinamarca; Bogot? D.C.; Urban Group Colombia; Asistente De Gerencia;D;D;01/01/2010;01/01/2099
7140;COLOMBIA;BOGOTA D.C.;BOGOT? D.C.;NA;NA;0;0;5/23/2010;01/01/2999
4140;NA;NA;NA; ande; sadjue;D;D;01/08/2013;01/01/2099
5303;COLOMBIA;BOGOTA D.C.;BOGOT? D.C.;NA;NA;0;0;7/23/2013;01/01/2999
979; Colombia; Cundinamarca; Bogot? D.C.; HELM BANK; ANALISTA DE CREDITO;D;D;01/01/2009;01/01/2099
5686;COLOMBIA;VALLE;ZARZAL;NA;NA;0;0;9/22/2009;01/01/2999
1511; Colombia; Cundinamarca; Bogot? D.C.; Snc Lavalin; Profesional De Costos;D;D;01/01/2010;01/01/2099
4377; Colombia; Cundinamarca; Bogot? D.C.; Ong Pames; adfga;D;D;01/08/2013;01/01/2099
4612; Colombia; Cundinamarca; Bogot? D.C.; UNIVERSIDAD DE LOS ANDES; "ASISTENTE GRADUADO	 Y Doctoral";D;D;01/01/2013;01/01/2099
5956;COLOMBIA;BOGOTA D.C.;BOGOT? D.C.;NA;COORDINADOR DE PROYECTOS Y TECNOLOGIA;0;0;5/19/2014;01/01/2999
6562;COLOMBIA;BOGOTA D.C.;BOGOT? D.C.;NA;NA;0;0;6/6/2012;01/01/2999
5232;COLOMBIA;BOGOTA D.C.;BOGOT? D.C.;NA;EJECUTIVO DE DESARROLLO;0;0;5/15/2015;01/01/2999
5906;COLOMBIA;BOGOTA D.C.;BOGOT? D.C.;NA;NA;0;0;8/9/2016;01/01/2999
4814; Colombia; Cundinamarca; Bogot? D.C.; studi Preciso; analista De Cuentas;D;D;01/01/2013;01/01/2099
374; Colombia; Santander; Barrancabermeja; Utvqincolproy; Profesional 5;D;D;01/08/2009;01/01/2099
6681;NA;NA;NA;NA;NA;0;0;6/4/2013;01/01/2999
7088;COLOMBIA;BOGOTA D.C.;BOGOT? D.C.;NA;NA;0;0;4/7/2006;01/01/2999
251; Colombia; Cundinamarca; Bogot? D.C.; Baker & Mackenzie De Colombia; Asociada De Precios De Transferencia;D;D;01/08/2009;01/01/2099
2291; Colombia; Cundinamarca; Bogot? D.C.; Nexus; Analista;D;D;01/08/2011;01/01/2099
4276; Colombia; Cundinamarca; Bogot? D.C.; R&R; casd;D;D;01/08/2013;01/01/2099
5625;COLOMBIA;BOGOTA D.C.;BOGOT? D.C.;NA;NA;0;0;11/29/2012;01/01/2999
4729; Colombia; Cundinamarca; Bogot? D.C.; v; c;D;D;01/01/2013;01/01/2099
6810;COLOMBIA;BOGOTA D.C.;BOGOT? D.C.;NA;NA;0;0;1/22/2016;01/01/2999
4336; Colombia; Cundinamarca; Bogot? D.C.; Caprecom Eps; M?dico;D;D;01/08/2013;01/01/2099
5929;COLOMBIA;BOGOTA D.C.;BOGOT? D.C.;NA;ASOCIADA;0;0;11/8/2016;01/01/2999
5610;COLOMBIA;BOGOTA D.C.;BOGOT? D.C.;NA;NA;0;0;4/8/2015;01/01/2999
6406;ECUADOR;AZUAY;CUENCA;NA;SOCIO FUNDADOR;0;0;5/28/2013;01/01/2999
6436;COLOMBIA;BOGOTA D.C.;BOGOT? D.C.;NA;NA;0;0;8/9/2014;01/01/2999
3080; Colombia; Cundinamarca; Bogot? D.C.; ICA; ANALISTA;D;D;01/08/2012;01/01/2099
3437; Colombia; Cundinamarca; Bogot? D.C.; Grano De Arena; Dise?adora;D;D;01/08/2012;01/01/2099
1455; Colombia; Cundinamarca; Facatativa; Universidad De Los Andes; Asistente Graduado De Investigaci?n;D;D;01/01/2010;01/01/2099
881; Colombia; Cundinamarca; Bogot? D.C.; CAMPUSANO ASOCIADOS; ARQUITECTA;D;D;01/01/2009;01/01/2099
7203;COLOMBIA;BOGOTA D.C.;BOGOT? D.C.;NA;NA;0;0;10/21/2010;01/01/2999
4608; Colombia; Cundinamarca; Bogot? D.C.; UNIVERSIDAD DE LOS ANDES; ASISTENTE DE PROYE;D;D;01/01/2013;01/01/2099
5678;COLOMBIA;BOGOTA D.C.;BOGOT? D.C.;NA;NA;0;0;5/31/2005;01/01/2999
1310;NA;NA;NA; Recuperadora Y Cobranzas S.A.; Gerente Administrativo;D;D;01/08/2010;01/01/2099
2261; Colombia; Valle; Cali; Sintex; Consultor;D;D;01/08/2011;01/01/2099
5372;COLOMBIA;MAGDALENA;SANTA MARTA;NA;ASESOR;0;0;1/1/2001;01/01/2999
6029;COLOMBIA;BOGOTA D.C.;BOGOT? D.C.;NA;NA;0;0;6/5/2013;01/01/2999
4812; Colombia; Cundinamarca; Bogot? D.C.; Correcol; Analista;D;D;01/01/2013;01/01/2099
6195;COLOMBIA;BOGOTA D.C.;BOGOT? D.C.;NA;NA;0;0;3/28/2006;01/01/2999
6307;ESTADOS UNIDOS;CALIFORNIA;EL SEGUNDO;NA;GERENTE DE DESARROLLO DE LA INTERFAZ DE USUARIO;0;0;12/20/2016;01/01/2999
5168; Estados Unidos; Nueva York; Nueva York;NA;NA;D;D;01/01/2013;01/01/2099
5179;NA;NA;NA;NA;NA;0;0;1/1/2001;01/01/2999
6715;COLOMBIA;BOGOTA D.C.;BOGOT? D.C.;NA;GERENTE DE LINEA;0;0;1/16/2012;01/01/2999
1563; Colombia; Cundinamarca; Bogot? D.C.; Bomberos Bogota; Ingeniero Parque Automotor;D;D;01/01/2010;01/01/2099
7015;COLOMBIA;BOGOTA D.C.;BOGOT? D.C.;NA;ANALISTA;0;0;11/29/2016;01/01/2999
1207;NA;NA;NA; Oba Ltda; Director Pedag?gico;D;D;01/08/2010;01/01/2099
4349; Colombia; Cundinamarca; Bogot? D.C.; Punto Aparte Editores; Editora;D;D;01/08/2013;01/01/2099
5692;COLOMBIA;BOGOTA D.C.;BOGOT? D.C.;NA;ASESORA EN ASUNTOS NORMATIVOS;0;0;7/18/2013;01/01/2999
5767;COLOMBIA;BOGOTA D.C.;BOGOT? D.C.;NA;ESTUDIANTE DE DOCTORADO;0;0;5/20/2015;01/01/2999
890; Colombia; Cundinamarca; Bogot? D.C.; Fabrica De Calcetines Crystal; trade Marketing;D;D;01/01/2009;01/01/2099
6107;COLOMBIA;BOGOTA D.C.;BOGOT? D.C.;NA;COORDINADOR DE NEGOCIACIONES INTERNACIONALES;0;0;5/20/2015;01/01/2999
3625; Colombia; Cundinamarca; Bogot? D.C.; Banco Falabella; Analista;D;D;01/01/2012;01/01/2099
2588; Colombia; Cundinamarca; Bogot? D.C.; ITANSUCA; PROFESIONAL EN GESTION INMOBILIARIA;D;D;01/01/2011;01/01/2099
6374;COLOMBIA;BOGOTA D.C.;BOGOT? D.C.;NA;NA;0;0;5/13/2015;01/01/2999
5717;COLOMBIA;BOGOTA D.C.;BOGOT? D.C.;NA;PROFESIONAL;0;0;12/9/2005;01/01/2999
1637; Colombia; Cundinamarca; Bogot? D.C.; Colmotores; Ingeniera De Laboratorio;D;D;01/01/2010;01/01/2099
6264;COLOMBIA;VALLE;CALI;NA;GERENTE DE VENTA;0;0;1/21/2015;01/01/2999
6224;MEXICO;HUIXQUILUCAN;CIUDAD DE MEXICO;NA;DIRECTIVO;0;0;4/2/2014;01/01/2999
2770; Colombia; Cundinamarca; Bogot? D.C.; IGNACIO GOMEZ IHM; INGENIERO RESIDENTE;D;D;01/01/2011;01/01/2099
5334;COLOMBIA;BOGOTA D.C.;BOGOT? D.C.;NA;DOCENTE INVESTIGADOR;0;0;4/22/2013;01/01/2999
5350;COLOMBIA;BOGOTA D.C.;BOGOT? D.C.;NA;PROFESOR CATEDRA;0;0;11/28/2011;01/01/2999
6501;COLOMBIA;BOGOTA D.C.;BOGOT? D.C.;NA;NA;0;0;10/11/2016;01/01/2999
5940;COLOMBIA;ANTIOQUIA;MEDELLIN;NA;ANALISTA;0;0;1/22/2015;01/01/2999
87; Colombia; Cundinamarca; Bogot? D.C.; Unidad Administrativa Especial De Catastro Distrital; Asesor De Direcci?n;D;D;01/08/2009;01/01/2099
5770;COLOMBIA;BOGOTA D.C.;BOGOT? D.C.;NA;GERENTE;0;0;5/20/2015;01/01/2999
1572; Colombia; Cundinamarca; Bogot? D.C.; Wuasabi; Independiente;D;D;01/01/2010;01/01/2099
1691; Colombia; Cundinamarca; Bogot? D.C.; Ayerbe Abogados; Abogado;D;D;01/01/2010;01/01/2099
6221;COLOMBIA;CAQUETA;FLORENCIA;NA;NA;0;0;11/8/2016;01/01/2999
2883; Colombia; Cundinamarca; Bogot? D.C.; PRIETO CARRIZOSA; ASOCIADOS;D;D;01/01/2011;01/01/2099
4380; Colombia; Cundinamarca; Bogot? D.C.; Corredora De Asociados; Asesor De Inversiones;D;D;01/08/2013;01/01/2099
5571;COLOMBIA;ANTIOQUIA;MEDELLIN;NA;NA;0;0;12/2/2014;01/01/2999
6283;COLOMBIA;BOGOTA D.C.;BOGOT? D.C.;NA;DIRECTORA JURIDICA;0;0;3/10/2016;01/01/2999
1155;NA;NA;NA; Green Factory; Gerente;D;D;01/08/2010;01/01/2099
6834;COLOMBIA;BOGOTA D.C.;BOGOT? D.C.;NA;RESIDENTE MEDICINA INTERNA;0;0;6/10/2015;01/01/2999
6050;COLOMBIA;BOGOTA D.C.;BOGOT? D.C.;NA;NA;0;0;5/3/2012;01/01/2999
6936;COLOMBIA;BOGOTA D.C.;BOGOT? D.C.;NA;NA;0;0;8/1/2013;01/01/2999
3993; Colombia; Cundinamarca; Bogot? D.C.; Petroproceps; Ing Civil Junior;D;D;01/01/2012;01/01/2099
7249;COLOMBIA;BOGOTA D.C.;BOGOT? D.C.;NA;NA;0;0;5/26/2015;01/01/2999
126; Colombia; Cundinamarca; Bogot? D.C.; Bancolombia; Analista;D;D;01/08/2009;01/01/2099
6363;COLOMBIA;CUNDINAMARCA;GIRARDOT;NA;NA;0;0;8/21/2014;01/01/2999
6748;COLOMBIA;BOGOTA D.C.;BOGOT? D.C.;NA;NA;0;0;6/4/2013;01/01/2999
7217;COLOMBIA;BOGOTA D.C.;BOGOT? D.C.;NA;NA;0;0;9/3/2016;01/01/2999
4650;NA;NA;NA; l; asiste Graduado;D;D;01/01/2013;01/01/2099
6466;COLOMBIA;BOGOTA D.C.;BOGOT? D.C.;NA;NA;0;0;2/9/2012;01/01/2999
6205;COLOMBIA;BOGOTA D.C.;BOGOT? D.C.;NA;CONSULTORA;0;0;6/8/2016;01/01/2999
5598;COLOMBIA;BOGOTA D.C.;BOGOT? D.C.;NA;ANALISTA RENTA VARIABLE;0;0;11/11/2016;01/01/2999
6092;CHILE;SANTIAGO DE CHILE;SANTIAGO DE CHILE;NA;NA;0;0;10/2/2015;01/01/2999
2982; Colombia; Cundinamarca; Bogot? D.C.; COCA COLA; ESPECIALISTA DE PLANEACION Y RH;D;D;01/01/2011;01/01/2099
5353;COLOMBIA;BOGOTA D.C.;BOGOT? D.C.;NA;NA;0;0;11/3/2016;01/01/2999
1568; Colombia; Cundinamarca; Bogot? D.C.; General Motors; Ingenieria De Logistica;D;D;01/01/2010;01/01/2099
5661;COLOMBIA;BOGOTA D.C.;BOGOT? D.C.;NA;NA;0;0;11/24/2014;01/01/2999
6493;COLOMBIA;BOGOTA D.C.;BOGOT? D.C.;NA;INGENIERIA EN INVESTIGACION;0;0;5/21/2014;01/01/2999
317; Colombia; Cundinamarca; Bogot? D.C.; Grupo Memoria Hist?rica De La Cnrr; Asistente De Investigaci?n;D;D;01/08/2009;01/01/2099
2520;NA; Cundinamarca; Bogot? D.C.; HABLANDO CON JULIS; PRESIDENTE;D;D;01/01/2011;01/01/2099
6720;ESTADOS UNIDOS;FLORIDA;OLDSMAR;NA;NA;0;0;7/26/2010;01/01/2999
2007; Colombia; Cundinamarca; Bogot? D.C.; Geotecnia Andina; Ingeniera Auxiliar;D;D;01/08/2011;01/01/2099
1389;NA;NA;NA; Gate To Market Colombia; Director De Operaciones;D;D;01/08/2010;01/01/2099
800; Colombia; Cundinamarca; Bogot? D.C.; Visi?n Mundial; Asistente De Evaluaci?n;D;D;01/01/2009;01/01/2099
3123; Colombia; Cundinamarca; Bogot? D.C.; Superintendencia De Industria Y Comercio; T?cnico Administrativo;D;D;01/08/2012;01/01/2099
33; Australia; Queensland; Moranbah; Bhp Billiton Mitsubishi Alliance; Graduate Process Engineer;D;D;01/08/2009;01/01/2099
6951;COLOMBIA;ATLANTICO;BARRANQUILLA;NA;NA;0;0;1/21/2015;01/01/2999
6515;COLOMBIA;BOGOTA D.C.;BOGOT? D.C.;NA;NA;0;0;4/9/2013;01/01/2999
4318; Colombia; Cundinamarca; Bogot? D.C.; Fundacion HOspital San Carlos; Ayudante Quirurjico;D;D;01/08/2013;01/01/2099
279; Colombia; Risaralda; Pereira; Universidad De Los Andes; Asistente Graduado;D;D;01/08/2009;01/01/2099
1122;NA;NA;NA; Wood Group Colombia S.A.; Ingeniero En Entrenamiento;D;D;01/08/2010;01/01/2099
3129; Colombia; Cundinamarca; Bogot? D.C.; La Brisa ShowJumpers; Gerente General;D;D;01/08/2012;01/01/2099
1755; Colombia; Cundinamarca; Bogot? D.C.; Ike Asistencia Colombia; Ejecutiva De Cuenta;D;D;01/01/2010;01/01/2099
7109;COLOMBIA;BOGOTA D.C.;BOGOT? D.C.;NA;OTRO;1;0;1/17/2014;01/01/2999
4793; Colombia; Atl?ntico; Barranquilla; imines; ingeniero De Proyectos;D;D;01/01/2013;01/01/2099
6958;ESPA?A;NO DISPONIBLE;NO DISPONIBLE;NA;NA;0;0;5/20/2015;01/01/2999
128; Colombia; Cundinamarca; Bogot? D.C.; Datatrafic; Gerente;D;D;01/08/2009;01/01/2099
1201;NA;NA;NA; Hospital Eduardo Arredondo Daza; Medico General Servicio Rural;D;D;01/08/2010;01/01/2099
6131;PUERTO RICO;NO DISPONIBLE;NO DISPONIBLE;NA;NA;0;0;8/1/2013;01/01/2999
428; Estados Unidos; Florida; Dania Beach;NA;NA;D;D;01/08/2009;01/01/2099
6144;COLOMBIA;BOGOTA D.C.;BOGOT? D.C.;NA;INDEPENDIENTE;0;0;6/26/2013;01/01/2999
6639;ALEMANIA;RHEINLAND-PFALZ;KAISERSLAUTERN;NA;INVESTIGADOR CIENTIFICO;0;0;11/20/2012;01/01/2999
6875;COLOMBIA;BOGOTA D.C.;BOGOT? D.C.;NA;PROFESOR;0;0;12/17/2016;01/01/2999
7214;COLOMBIA;BOGOTA D.C.;BOGOT? D.C.;NA;PLANEADOR DE LA DEMANDA;0;0;11/21/2016;01/01/2999
2662; Colombia; Cundinamarca; Bogot? D.C.; USTARIS ABOGADOS; ABOGADO;D;D;01/01/2011;01/01/2099
5855;COLOMBIA;BOGOTA D.C.;BOGOT? D.C.;NA;GERENTE;0;0;6/21/2013;01/01/2999
6873;COLOMBIA;ANTIOQUIA;MEDELLIN;NA;AUXILIAR SUPER NUMERARIO;0;0;5/10/2012;01/01/2999
5319;COLOMBIA;BOGOTA D.C.;BOGOT? D.C.;NA;NA;0;0;9/17/2014;01/01/2999
6010;COLOMBIA;BOGOTA D.C.;BOGOT? D.C.;NA;PROFESIONAL DE DISTRIBUCION;0;0;11/21/2016;01/01/2999
751; Colombia; Cundinamarca; Bogot? D.C.; Colegio Bachillerato Patria; Docente;D;D;01/01/2009;01/01/2099
579; Colombia; Cundinamarca; Bogot? D.C.; CONTROLTEC; INGENIERO PROGRAMADOR;D;D;01/01/2009;01/01/2099
5047; Colombia; Cundinamarca; Bogot? D.C.; BWWC; ASISTENTE;D;D;01/01/2013;01/01/2099
6304;ALEMANIA;NO DISPONIBLE;NO DISPONIBLE;NA;NA;0;0;3/27/2014;01/01/2999
3504; Estados Unidos; Texas; College Station; Texas A&M University; Teaching Assistant;D;D;01/08/2012;01/01/2099
2704; Colombia; Cundinamarca; Bogot? D.C.; Universidad De Los Andes; Asistente De Coordinaci?n De Proyectos;D;D;01/01/2011;01/01/2099
7135;COLOMBIA;BOLIVAR;CARTAGENA;NA;NA;0;0;3/16/2016;01/01/2999
272; Colombia; Cundinamarca; Bogot? D.C.; Tipografia Americana; Jefe De Produccion;D;D;01/08/2009;01/01/2099
5948;COLOMBIA;BOGOTA D.C.;BOGOT? D.C.;NA;NA;0;0;5/10/2013;01/01/2999
861; Colombia; Cundinamarca; Bogot? D.C.; MIT... Realmente Me Tomo 8 Meses Encontrar El Trabajo, Es Un Contrato A 4 Meses; Asistente De Investigacion;D;D;01/01/2009;01/01/2099
1797; Colombia; Cundinamarca; Bogot? D.C.; Combustibles Liquidos De Colombia; Planeador Logistico;D;D;01/01/2010;01/01/2099
4574; Colombia; Cundinamarca; Bogot? D.C.; Pinilla Gonzalez Y Prieto Abogados; Abogada Junior;D;D;01/08/2013;01/01/2099
1052;NA;NA;NA; Famoc Depanel S.A.; Director De Proyectos;D;D;01/08/2010;01/01/2099
3140; Colombia; Cundinamarca; Bogot? D.C.; ASM Arquitectura; Arquitecto Colaborador;D;D;01/08/2012;01/01/2099
464;NA;NA;NA; fonandes; ingeniero;D;D;01/01/2009;01/01/2099
3750; Colombia; Cundinamarca; Bogot? D.C.; SABMiller Bavaria; Analista De Proyectos;D;D;01/01/2012;01/01/2099
4920; Colombia; Cundinamarca; Bogot? D.C.; Cinecolombia; Psicologa;D;D;01/01/2013;01/01/2099
5162; Estados Unidos;NA; Nashville; Vanderbilt University Hospital; Research Coordinator;D;D;01/01/2013;01/01/2099
358; Colombia; Cundinamarca; Bogot? D.C.; La Petite Allianze; Docente;D;D;01/08/2009;01/01/2099
3618; Colombia; Cundinamarca; Bogot? D.C.; Schlumberger Surenco; HR Transactions Administrator BRZ;D;D;01/01/2012;01/01/2099
5003; Colombia; Cundinamarca; Bogot? D.C.; Stern Stuart; Analista;D;D;01/01/2013;01/01/2099
2128; Colombia; Cundinamarca; Bogot? D.C.; Fundaci?n Ideas Para La Paz; Asistente De Investigaci?n;D;D;01/08/2011;01/01/2099
3708; Colombia; Meta; Villavicencio; Construcciones Caru Ltda; Director De Proyectos;D;D;01/01/2012;01/01/2099
5467;COLOMBIA;BOGOTA D.C.;BOGOT? D.C.;NA;INGENIERO;0;0;8/11/2016;01/01/2999
192; Colombia; Bolivar; Cartagena; Constructec; Ingeniero De Control Y Programac??n;D;D;01/08/2009;01/01/2099
968; Colombia; Cundinamarca; Bogot? D.C.; FEDESARROLLO; ASISTENTE DE INVESTIGACION;D;D;01/01/2009;01/01/2099
2528;NA;NA; Medellin; SOUTH AMERICAN PARTS; GERENTE DE COMPRAS;D;D;01/01/2011;01/01/2099
6120;COLOMBIA;BOGOTA D.C.;BOGOT? D.C.;NA;NA;0;0;2/14/2013;01/01/2999
4229; Colombia; Cundinamarca; Bogot? D.C.; Concepto 321; Gerente;D;D;01/08/2013;01/01/2099
5795;COLOMBIA;BOGOTA D.C.;BOGOT? D.C.;NA;DIRECTIVO PRIMER NIVEL;0;0;9/23/2009;01/01/2999
381; Colombia; Cundinamarca; Bogot? D.C.; Universidad De Los Andes; Coordinador De Proyectos;D;D;01/08/2009;01/01/2099
1423;NA;NA;NA; Cifras Y Conceptos; Asistente De Investigaci?n;D;D;01/08/2010;01/01/2099
