id;beneficiarioQE;gradoEgresado;nivelGrado;semestreGrado
1679;0;Antropólogo;Pregrado;1992-20
1150;0;Especialista en Mercadeo;Especialización;2003-20
90;0;F?sico;Pregrado;2017-20
2273;0;Físico;Pregrado;2007-10
2755;0;Magíster en Geografía;Maestría;2011-10
3192;0;Biólogo;Pregrado;2001-10
1468;0;Especialista en Negociación;Especialización;2014-10
478;0;Arquitecto;Pregrado;1987-10
2345;0;Diseñador Industrial;Pregrado;2010-20
101;0;Especialista en Conflictos Armados y Paz;Especializaci?n;2017-10
2022;0;Magíster en Arquitectura;Maestría;2014-10
1137;0;Especialista en Legislación Financiera;Especialización;2011-20
929;0;Especialista en Finanzas;Especialización;1991-20
601;0;Especialista en Periodismo;Especialización;2007-20
2383;0;Físico;Pregrado;2007-20
71;0;Doctor en Literatura;Doctorado;2017-20
2731;0;Músico con Enfasis en Guitarra;Pregrado;1997-10
1752;0;Psicólogo;Pregrado;1998-10
2011;0;Arquitecto;Pregrado;1987-20
2341;0;Diseñador Industrial;Pregrado;2010-10
2356;0;Magíster en Arquitectura;Maestría;2014-20
1496;0;Especialista en Finanzas;Especialización;1991-10
2690;0;Magíster en Geografía;Maestría;2013-10
2954;0;Maestro en Textiles;Pregrado;1994-10
1954;0;Especialista en Gestión Pública e Instituciones Administrativas;Especialización;1993-10
1354;0;Abogado;Pregrado;2004-20
617;0;Magíster en Administración;Maestría;2015-20
3051;0;Especialista en Régimen Jurídico, Financiero y Contable de Impuestos;Especialización;2005-20
1441;0;Especialista en Derecho de Los Negocios Internacionales;Especialización;2007-20
1849;1;Magíster en Ciencias Biológicas. Area: Biología;Maestría;2011-20
173;0;Ingeniero Ambiental;Pregrado;2017-20
1220;0;Antropólogo;Pregrado;2015-20
2958;0;Magíster en Matemáticas;Maestría;2012-10
916;0;Abogado;Pregrado;2016-10
2140;0;Filósofo;Pregrado;2005-20
2072;0;Bacteriólogo;Pregrado;1997-20
877;0;Arquitecto;Pregrado;1999-20
704;0;Especialista en Derecho Comercial;Especialización;2013-20
514;0;Magíster en Administración;Maestría;2015-10
1010;0;Doctor en Ciencias - Biología;Doctorado;2009-20
1786;0;Filósofo;Pregrado;1964-10
2020;0;Licenciado en Bacteriología y Ciencias Naturales;Pregrado;1976-20
346;0;Geocient?fico;Pregrado;2018-10
1231;0;Abogado;Pregrado;2016-20
833;0;Arquitecto;Pregrado;1999-10
2565;0;Músico con Enfasis en Composición;Pregrado;2010-10
2979;0;Magíster en Matemáticas;Maestría;2012-20
1265;0;Filósofo;Pregrado;1976-10
2105;0;Especialista en Derecho Comercial;Especialización;2013-10
2473;0;Licenciado en Bacteriología y Ciencias Naturales;Pregrado;1964-20
2550;0;Músico con Enfasis en Composición;Pregrado;2009-20
1883;0;Magíster en Filosofía;Maestría;2016-10
795;0;Biólogo;Pregrado;1995-20
895;0;Antropólogo;Pregrado;2003-20
2023;0;Bacteriólogo;Pregrado;1985-20
2041;0;Licenciado en Bacteriología y Ciencias Naturales;Pregrado;1976-10
80;0;Mag?ster en Derecho;Maestr?a;2017-10
179;0;Ingeniero Biom?dico;Pregrado;2017-20
2650;0;Magíster en Física;Maestría;2000-10
1578;0;Magíster en Filosofía;Maestría;2016-20
538;0;Especialista en Gestión Pública e Instituciones Administrativas;Especialización;1993-20
3178;0;Músico con Enfasis en Instrumento - Percusión y Composición;Pregrado;2015-10
2942;0;Maestro en Textiles;Intermedio;1990-20
1351;0;Especialista en Negociación y Relaciones Internacionales;Especialización;2007-10
97;0;Mag?ster en Derecho;Maestr?a;2017-20
2721;0;Músico con Enfasis en Composición;Pregrado;2009-10
966;0;Especialista en Derecho Comercial;Especialización;2001-20
178;0;Ingeniero Biom?dico;Pregrado;2017-10
287;1;Microbi?logo;Pregrado;2018-10
2722;0;Músico con Enfasis en Dirección Coral;Pregrado;1998-10
171;0;Ingeniero Ambiental;Pregrado;2017-10
741;0;Antropólogo;Pregrado;2015-10
3083;0;Magíster en Ciencia Política;Maestría;2008-10
748;0;Especialista en Banca;Especialización;1990-20
2213;0;Bacteriólogo;Pregrado;1997-10
1931;0;Filósofo;Pregrado;2005-10
1743;0;Magíster en Dirección Universitaria;Maestría;2000-10
543;0;Administrador de Empresas;Pregrado;2015-20
388;0;Especialista en Econom?a;Especializaci?n;2018-10
2935;0;Maestro en Textiles;Intermedio;1990-10
2972;0;Profesional en Lenguas Modernas;Pregrado;2002-10
152;0;Maestro en Arte. Concentraci?n: Artes Pl?sticas;Pregrado;2017-10
2656;0;Músico con Enfasis en Producción de Audio;Pregrado;2011-10
3055;0;Matemático;Pregrado;1978-20
2609;0;Músico con Enfasis en Dirección Coral;Pregrado;2007-20
1951;0;Magíster en Arquitectura;Maestría;2012-10
1429;0;Filósofo;Pregrado;1988-10
3173;0;Maestro en Arte. Concentración: Historia y Teoría del Arte;Pregrado;2012-10
1948;0;Filósofo;Pregrado;1976-20
2901;0;Profesional en Lenguas Modernas;Pregrado;1968-20
262;1;Profesional en Gobierno y Asuntos P?blicos;Pregrado;2017-10
1266;0;Antropólogo;Pregrado;2003-10
2988;0;Profesional en Lenguas Modernas;Pregrado;2002-20
1700;0;Magíster en Dirección Universitaria;Maestría;1991-10
1237;D;Especialista en Finanzas;Especialización;2007-20
1048;D;Especialista en Derecho Financiero;Especialización;1987-20
1834;0;Literato;Pregrado;2011-20
3172;0;Magíster en Arquitectura;Maestría;2012-20
2001;0;Politólogo;Pregrado;2011-20
2150;1;Magíster en Biología Computacional;Maestría;2016-10
115;0;M?sico con Enfasis en Instrumento - Fagot;Pregrado;2017-10
1692;0;Magíster en Dirección Universitaria;Maestría;1991-20
1896;0;Químico;Pregrado;2014-20
1045;1;Biólogo;Pregrado;2012-10
480;0;Microbiólogo;Pregrado;2004-20
2480;0;Magíster en Geografía;Maestría;2013-20
597;0;Politólogo;Pregrado;2011-10
151;0;Maestro en Arte. Concentraci?n: Artes Pl?sticas;Pregrado;2017-20
1655;0;Filósofo;Pregrado;1988-20
2867;0;Matemático;Pregrado;1991-10
1609;0;Microbiólogo;Pregrado;2004-10
2911;0;Profesional en Lenguajes y Estudios Socioculturales;Pregrado;2014-20
481;0;Psicólogo;Pregrado;1984-10
2290;0;Bacteriólogo;Pregrado;2002-10
1840;1;Químico;Pregrado;2010-20
2793;0;Magíster en Ciencia Política;Maestría;1992-10
3191;0;Especialista en Mercados;Especialización;1988-20
2528;0;Magíster en Ciencia Política;Maestría;1980-20
2567;0;Físico;Pregrado;2001-10
2107;0;Magíster en Estudios Culturales;Maestría;2010-20
111;0;Doctor en Psicolog?a;Doctorado;2017-10
3193;0;Magíster en Matemáticas;Maestría;1991-20
417;0;Mag?ster en Ingenier?a Industrial;Maestr?a;2018-10
2329;0;Magíster en Ciencia Política;Maestría;1979-20
34;0;Especialista en Derecho de la Empresa;Especializaci?n;2017-20
1988;0;Magíster en Administración;Maestría;1982-10
1861;0;Químico;Pregrado;2014-10
218;1;Ingeniero de Sistemas y Computaci?n;Pregrado;2017-10
172;0;Ingeniero Civil;Pregrado;2017-10
2319;0;Magíster en Ciencias-Física;Maestría;2005-20
2850;0;Especialista en Traducción;Especialización;1988-10
1548;0;Especialista en Mercados;Especialización;1988-10
2291;0;Físico;Pregrado;2001-20
1916;0;Especialista en Legislación Financiera;Especialización;1994-20
136;0;Especialista en Gerencia de Abastecimiento Estrat?gico;Especializaci?n;2017-20
1917;0;Literato;Pregrado;1998-10
1440;0;Microbiólogo;Pregrado;2016-10
83;0;Mag?ster en Finanzas;Maestr?a;2017-20
496;0;Especialista en Periodismo;Especialización;2011-10
612;0;Magíster en Antropología;Maestría;2005-10
710;0;Arquitecto;Pregrado;2004-10
2186;0;Especialista en Régimen Jurídico, Financiero y Contable de Impuestos;Especialización;1996-20
1963;0;Magíster en Derecho Privado;Maestría;2015-20
1905;0;Literato;Pregrado;2011-10
3197;0;Historiador del Arte;Pregrado;2015-10
2097;0;Literato;Pregrado;1998-20
2494;0;Magíster en Ciencias-Física;Maestría;2005-10
2525;0;Físico;Pregrado;1988-20
1321;0;Especialista en Negociación y Relaciones Internacionales;Especialización;1998-10
1219;0;Especialista en Gerencia de Abastecimiento Estratégico;Especialización;2011-20
160;0;Especialista en Gerencia de Abastecimiento Estrat?gico;Especializaci?n;2017-10
1417;0;Historiador del Arte;Pregrado;2015-20
1349;0;Administrador de Empresas;Pregrado;1994-20
49;0;Mag?ster en Finanzas;Maestr?a;2017-10
2626;0;Músico con Enfasis en Producción de Audio;Pregrado;2011-20
2491;0;Magíster en Derecho Privado;Maestría;2015-10
2746;0;Físico;Pregrado;1988-10
508;0;Doctor en Antropología;Doctorado;2014-20
3050;0;Matemático;Pregrado;2000-10
201;0;Mag?ster en Ingenier?a Ambiental;Maestr?a;2017-10
2084;0;Magíster en Pedagogía de Lenguas Extranjeras;Maestría;2014-20
3121;0;Especialista en Legislación Financiera;Especialización;2015-10
2973;1;Matemático;Pregrado;2016-20
1979;0;Magíster en Psicología;Maestría;2005-20
490;0;Microbiólogo;Pregrado;1995-20
220;0;Mag?ster en Seguridad de la Informaci?n;Maestr?a;2017-10
3171;0;Maestro en Bellas Artes;Pregrado;1966-10
82;0;Mag?ster en Estudios Culturales;Maestr?a;2017-10
506;0;Biólogo;Pregrado;1983-20
1693;0;Magíster en Dirección Universitaria;Maestría;2000-20
479;0;Arquitecto;Pregrado;2016-10
1814;0;Magíster en Ciencias Biológicas. Area: Biología;Maestría;2006-20
78;0;Mag?ster en Literatura;Maestr?a;2017-10
1243;0;Especialista en Finanzas;Especialización;1997-20
1750;0;Especialista en Recursos Humanos;Especialización;1989-10
200;0;Mag?ster en Ingenier?a Ambiental;Maestr?a;2017-20
1756;0;Microbiólogo;Pregrado;1995-10
1392;0;Especialista en Legislación Financiera;Especialización;2015-20
2088;0;Magíster en Pedagogía de Lenguas Extranjeras;Maestría;2014-10
608;0;Arquitecto;Pregrado;2004-20
2002;0;Magíster en Psicología;Maestría;2005-10
767;0;Biólogo;Pregrado;1995-10
228;0;Mag?ster en Seguridad de la Informaci?n;Maestr?a;2017-20
1696;0;Especialista en Finanzas;Especialización;2009-20
2660;0;Músico con Enfasis en Instrumento - Canto;Pregrado;2012-10
2380;0;Diseñador Industrial;Pregrado;2005-10
1213;0;Maestro en Arte. Concentración: Proyectos Culturales;Pregrado;2011-20
781;0;Especialista en Finanzas;Especialización;1997-10
2368;0;Diseñador;Pregrado;2016-20
224;0;Mag?ster en Ingenier?a de Software;Maestr?a;2017-20
1083;0;Especialista en Mercadeo;Especialización;2009-10
2154;0;Abogado;Pregrado;1979-10
3089;0;Matemático;Pregrado;1966-10
2287;0;Físico;Pregrado;2013-10
385;0;Especialista en Gesti?n P?blica e Instituciones Administrativas;Especializaci?n;2018-10
1144;0;Especialista en Recursos Humanos;Especialización;1990-20
517;0;Especialista en Finanzas;Especialización;1985-20
2943;0;Matemático;Pregrado;2012-10
938;0;Especialista en Finanzas;Especialización;2009-10
1832;0;Microbiólogo;Pregrado;1983-10
735;0;Magíster en Mercadeo;Maestría;2016-10
3016;0;Magíster en Matemáticas;Maestría;1978-20
2334;0;Politólogo;Pregrado;1989-20
1687;0;Magíster en Administración;Maestría;2003-10
1633;0;Maestro en Arte. Concentración: Proyectos Culturales;Pregrado;2011-10
2225;0;Politólogo;Pregrado;1990-20
225;0;Mag?ster en Ingenier?a de Software;Maestr?a;2017-10
2936;0;Maestro en Textiles;Pregrado;1994-20
2344;0;Diseñador;Pregrado;2016-10
1218;0;Especialista en Mercadeo;Especialización;2009-20
2482;0;Físico;Pregrado;2013-20
2256;0;Especialista en Recursos Humanos;Especialización;1990-10
1223;0;Especialista en Mercadeo;Especialización;2010-10
86;0;Mag?ster en Estudios Culturales;Maestr?a;2017-20
1182;0;Arquitecto;Pregrado;2016-20
738;0;Biólogo;Pregrado;1983-10
1732;0;Magíster en Administración;Maestría;2003-20
1423;0;Magíster en Ciencias Biológicas. Area: Biología;Maestría;2006-10
2834;0;Magíster en Biología;Maestría;2001-20
70;0;Mag?ster en Literatura;Maestr?a;2017-20
1097;0;Especialista en Recursos Humanos;Especialización;1989-20
1895;0;Psicólogo;Pregrado;2005-10
2709;0;Politólogo;Pregrado;1990-10
862;0;Politólogo;Pregrado;2007-20
602;0;Maestro en Artes Plásticas;Pregrado;2001-10
563;0;Psicólogo;Pregrado;1975-20
2408;0;Historiador;Pregrado;2002-10
2511;0;Doctor en Derecho;Doctorado;2014-10
1957;0;Magíster en Literatura;Maestría;2008-20
2497;0;Especialista en Mercadeo;Especialización;2010-20
1946;0;Químico;Pregrado;2011-10
1938;0;Literato;Pregrado;2007-10
1541;0;Mtro en Art. Conc: Medios Electrónicos y Arts del Tpo y Proys Culturales;Pregrado;2015-10
1635;0;Magíster en Ciencias Biológicas. Area: Microbiología;Maestría;2014-10
2771;0;Músico con Enfasis en Instrumento - Clarinete;Pregrado;1998-10
2094;0;Magíster en Estudios Culturales;Maestría;2013-10
3056;0;Magíster en Ciencia Política;Maestría;1983-10
2123;0;Politólogo;Pregrado;1977-20
728;0;Psicólogo;Pregrado;2005-20
1112;0;Antropólogo;Pregrado;1991-20
923;0;Politólogo;Pregrado;2007-10
1378;0;Maestro en Artes Plásticas;Pregrado;2001-20
1327;0;Especialista en Gestión Pública e Instituciones Administrativas;Especialización;2005-20
2131;0;Politólogo;Pregrado;1989-10
2526;0;Historiador;Pregrado;2002-20
2145;0;Magíster en Microbiología;Maestría;1998-20
456;0;Maestro en Arte. Concentraciones: Artes Plásticas y Proyectos Culturales;Pregrado;2011-20
2332;0;Magíster en Ciencia Política;Maestría;1995-10
2897;0;Matemático;Pregrado;2012-20
1847;0;Químico;Pregrado;2011-20
1395;0;Arquitecto;Pregrado;1958-20
2282;D;Físico;Pregrado;2016-10
444;0;Mag?ster en Educaci?n;Maestr?a;2018-10
187;0;Especialista en Manejo Integrado del Medio Ambiente;Especializaci?n;2017-20
2444;0;Magíster en Historia;Maestría;2012-20
1659;0;Especialista en Gerencia de Abastecimiento Estratégico;Especialización;2014-20
45;0;Antrop?logo;Pregrado;2017-20
1981;0;Especialista en Derecho Comercial;Especialización;1988-20
856;0;Magíster en Derecho Privado;Maestría;2012-20
1623;0;Magíster en Administración;Maestría;1978-20
647;0;Arquitecto;Pregrado;2001-20
2614;0;Músico con Enfasis en Producción de Audio;Pregrado;2014-20
828;0;Psicólogo;Pregrado;1999-10
1263;0;Especialista en Finanzas;Especialización;2010-10
1773;0;Magíster en Arquitectura;Maestría;2015-20
2488;0;Especialista en Administración;Especialización;1996-20
1245;0;Especialista en Negociación y Relaciones Internacionales;Especialización;1995-20
214;0;Mag?ster en Ingenier?a;Maestr?a;2017-20
2959;0;Matemático;Pregrado;1970-20
3214;0;Maestro en Arte. Concentración: Medios Electrónicos y Artes del Tiempo;Pregrado;2005-20
33;D;Especialista en Tributaci?n;Especializaci?n;2017-20
2495;0;Magíster en Historia;Maestría;2012-10
31;0;Antrop?logo;Pregrado;2017-10
240;0;Especialista en Organizaciones, Responsabilidad Social y Desarrollo;Especializaci?n;2017-20
531;D;Magíster en Administración;Maestría;2008-10
2583;0;Músico con Enfasis en Producción de Audio;Pregrado;2014-10
1935;0;Psicólogo;Pregrado;1999-20
3116;0;Magíster en Biología;Maestría;1993-10
907;0;Arquitecto;Pregrado;2001-10
1084;0;Magíster en Administración;Maestría;1978-10
1959;0;Especialista en Finanzas;Especialización;2010-20
646;0;Especialista en Mercados;Especialización;1992-10
1519;0;Especialista en Creación Multimedia;Especialización;2005-10
297;1;Abogado;PROFESIONAL;2018-10
1110;0;Magíster en Estudios Organizacionales;Maestría;2013-10
2077;0;Magíster en Estudios Culturales;Maestría;2013-20
1130;0;Especialista en Derecho Urbano, Propiedad y Políticas del Suelo;Especialización;2011-20
2937;0;Matemático;Pregrado;1970-10
205;0;Mag?ster en Ingenier?a;Maestr?a;2017-10
1970;0;Arquitecto;Pregrado;1972-10
243;0;Especialista en Organizaciones, Responsabilidad Social y Desarrollo;Especializaci?n;2017-10
2997;0;Magíster en Biología;Maestría;1981-20
226;0;Mag?ster en Arquitecturas de Tecnolog?as de Informaci?n;Maestr?a;2017-20
3087;0;Matemático;Pregrado;1969-20
1117;0;Biólogo;Pregrado;1992-10
2507;0;Magíster en Microbiología;Maestría;1974-20
5;0;Polit?logo;Pregrado;2017-10
3059;0;Especialista en Derecho Comercial;Especialización;2009-10
559;0;Arquitecto;Pregrado;2013-20
222;0;Mag?ster en Tecnolog?as de Informaci?n para el Negocio;Maestr?a;2017-10
522;0;Magíster en Ciencia Política;Maestría;2000-20
1365;0;Arquitecto;Pregrado;1972-20
2160;0;Especialista en Administración;Especialización;1984-10
3203;0;Maestro en Artes Plásticas;Pregrado;1995-10
2719;0;Magíster en Biología;Maestría;1981-10
465;0;Biólogo;Pregrado;1992-20
2206;0;Magíster en Ciencia Política;Maestría;2012-10
886;0;Microbiólogo;Pregrado;1992-20
2847;0;Matemático;Pregrado;1969-10
88;0;Polit?logo;Pregrado;2017-20
1490;0;Antropólogo;Pregrado;1978-10
1244;0;Arquitecto;Pregrado;2013-10
1348;0;Maestro en Arte. Concentración: Proyectos Culturales;Pregrado;2002-10
1531;0;Microbiólogo;Pregrado;1992-10
2148;0;Magíster en Microbiología;Maestría;1998-10
368;0;Especialista en Derecho Minero Energ?tico y Desarrollo Sostenible;Especializaci?n;2018-20
582;0;Especialista en Finanzas;Especialización;2006-20
533;0;Arquitecto;Pregrado;1984-10
974;0;Microbiólogo;Pregrado;1980-20
445;0;Mag?ster en Educaci?n;Maestr?a;2018-20
2358;0;Historiador;Pregrado;2014-10
1274;0;Magíster en Microbiología;Maestría;1986-20
1600;0;Especialista en Negociación y Relaciones Internacionales;Especialización;2011-20
2969;0;Profesional en Lenguajes y Estudios Socioculturales;Pregrado;2014-10
450;0;Profesional en Gobierno y Asuntos P?blicos;PROFESIONAL;2018-10
1975;0;Doctor en Ciencias - Química;Doctorado;2016-20
1229;0;Especialista en Finanzas;Especialización;2006-10
1122;0;Arquitecto;Pregrado;1984-20
301;0;Qu?mico;PROFESIONAL;2018-10
1499;0;Magíster en Ciencias Biológicas. Area: Microbiología;Maestría;2014-20
223;0;Mag?ster en Arquitecturas de Tecnolog?as de Informaci?n;Maestr?a;2017-10
2306;0;Físico;Pregrado;1992-20
2506;0;Historiador;Pregrado;2014-20
711;0;Biólogo;Pregrado;1980-20
221;0;Mag?ster en Tecnolog?as de Informaci?n para el Negocio;Maestr?a;2017-20
1453;0;Arquitecto;Pregrado;1996-20
1033;0;Abogado;Pregrado;1983-10
122;0;M?sico con Enfasis en Composici?n;Pregrado;2017-20
510;0;Abogado;Pregrado;2007-10
1116;0;Microbiólogo;Pregrado;1979-10
2424;0;Magíster en Derecho Internacional;Maestría;2016-20
2804;0;LicenciadO en Lenguas Modernas;Pregrado;1970-10
3137;0;LicenciadO en Lenguas Modernas;Pregrado;1969-10
920;0;Magíster en Administración;Maestría;2006-20
970;0;Magíster en Finanzas;Maestría;2010-20
440;0;Especialista en Estado, Pol?ticas P?blicas y Desarrollo;Especializaci?n;2018-10
962;0;Especialista en Régimen Jurídico, Financiero y Contable de Impuestos;Especialización;2002-20
84;0;Mag?ster en Biolog?a Computacional;Maestr?a;2017-20
1812;0;Filósofo;Pregrado;1961-10
3210;0;Biólogo;Pregrado;2000-10
2025;0;Licenciado en Bacteriología y Ciencias Naturales;Pregrado;1979-20
655;0;Arquitecto;Pregrado;1996-10
2342;0;Abogado;Pregrado;1983-20
1616;0;Maestro en Arte. Concentración: Artes Plásticas;Pregrado;2006-20
2415;0;Magíster en Geografía;Maestría;2010-10
707;0;Especialista en Recursos Humanos;Especialización;1993-20
1636;0;Magíster en Derecho Internacional;Maestría;2016-10
1107;0;Magíster en Administración;Maestría;1994-20
732;0;Especialista en Administración;Especialización;2001-10
2938;0;Profesional en Lenguajes y Estudios Socioculturales;Pregrado;2002-20
2798;0;Arquitecto;PROFESIONAL;1971-10
1336;0;Microbiólogo;Pregrado;1980-10
2832;0;LicenciadO en Lenguas Modernas;Pregrado;1970-20
2027;0;Licenciado en Bacteriología y Ciencias Naturales;Pregrado;1979-10
1880;0;Especialista en Administración Financiera;Especialización;2011-20
2401;0;Diseñador Industrial;Pregrado;2008-20
2080;0;Licenciado en Bacteriología y Ciencias Naturales;Pregrado;1967-10
280;0;Fil?sofo;PROFESIONAL;2018-10
219;0;Ingeniero de Sistemas y Computaci?n;Pregrado;2017-20
1768;0;Filósofo;Pregrado;1973-20
3212;0;Maestro en Arte. Concentración: Artes Plásticas;Pregrado;2006-10
2980;0;Magíster en Matemáticas;Maestría;2008-20
3196;0;Profesional en Lenguajes y Estudios Socioculturales;Pregrado;2002-10
2874;0;Músico con Enfasis en Composición;Pregrado;2001-10
2823;1;Músico con Enfasis en Instrumento - Piano;Pregrado;2013-10
304;0;Mag?ster en Ciencias-Qu?mica;Maestr?a;2018-10
2352;0;Diseñador Industrial;Pregrado;2008-10
1298;0;Especialista en Administración Financiera;Especialización;2011-10
3159;0;Delineante de Arquitectura;Pregrado;1967-10
501;0;Administrador de Empresas;Pregrado;2015-10
2479;0;Licenciado en Bacteriología y Ciencias Naturales;Pregrado;1967-20
1212;0;Abogado;Pregrado;2007-20
1718;0;Filósofo;Pregrado;1973-10
1960;0;Magíster en Dirección Universitaria;Maestría;2008-10
1431;0;Abogado;Pregrado;1995-10
643;0;Especialista en Legislación Financiera;Especialización;2012-20
574;0;Doctor en Ciencias - Biología;Doctorado;2013-10
1203;0;Especialista en Banca;Especialización;1993-10
2824;0;Músico con Enfasis en Instrumento - Viola;Pregrado;2010-10
2515;0;Magíster en Ciencia Política;Maestría;2000-10
1370;0;Administrador de Empresas;Pregrado;1991-20
2451;0;ESP.EN PSICOLOGIA CLINICA;Especialización;1988-20
1976;0;Filósofo;Pregrado;1997-10
2877;0;Músico con Enfasis en Instrumento - Violonchelo;Pregrado;2012-10
3071;0;Especialista en Legislación Financiera;Especialización;2012-10
2924;0;Profesional en Lenguas Modernas;Pregrado;1981-10
2563;0;CICLO BAS.PROG.ESTUD.MUSICALES;Intermedio;1987-20
1125;1;Maestro en Arte. Concentraciones: Artes Plásticas y Proyectos Culturales;Pregrado;2013-20
2930;0;Maestro en Textiles;Intermedio;1986-20
1403;0;Filósofo;Pregrado;1985-20
1185;0;Administrador de Empresas;Pregrado;1991-10
1974;0;Magíster en Derecho;Maestría;2014-20
3;D;Doctor en Antropolog?a;Doctorado;2017-20
2073;0;Filósofo;Pregrado;1997-20
494;D;Magíster en Derecho;Maestría;2006-20
3118;0;Magíster en Matemáticas;Maestría;2008-10
698;0;Magíster en Arquitectura;Maestría;2015-10
1447;0;Administrador de Empresas;Pregrado;2003-20
2597;0;Músico con Enfasis en Instrumento - Violonchelo;Pregrado;2012-20
565;0;Especialista en Legislación Financiera;Especialización;2000-20
3066;0;Maestro en Textiles;Pregrado;1978-10
1647;0;Filósofo;Pregrado;1985-10
1858;0;Magíster en Derecho;Maestría;2014-10
6;D;Doctor en Antropolog?a;Doctorado;2017-10
3152;0;Matemático;Pregrado;1982-10
1705;0;Magíster en Dirección Universitaria;Maestría;1994-10
2534;0;Especialista en Tributación;Especialización;1993-10
1356;0;Administrador de Empresas;Pregrado;2003-10
1168;D;Maestro en Arte. Concentración: Artes Plásticas;Pregrado;2013-20
2314;0;Psicólogo;Pregrado;1987-20
3140;0;Profesional en Lenguajes y Estudios Socioculturales;Pregrado;1965-10
1614;0;Magíster en Estudios Internacionales;Maestría;2015-20
986;0;ESP.EN PSICOLOGIA CLINICA;Especialización;1988-10
3058;0;Matemático;Pregrado;1982-20
1688;0;Magíster en Dirección Universitaria;Maestría;1994-20
2880;0;LicenciadO en Lenguas Modernas;Pregrado;1969-20
1111;0;Biólogo;Pregrado;2012-20
2830;0;Especialista en Traducción;Especialización;1992-10
2031;0;Licenciado en Bacteriología y Ciencias Naturales;Pregrado;1980-10
2923;0;Maestro en Textiles;Intermedio;1986-10
1326;0;Psicólogo;Pregrado;1987-10
596;0;Biólogo;Pregrado;2003-10
2475;0;Diseñador Industrial;Pregrado;2012-20
2267;0;Psicólogo;Pregrado;1981-20
1989;0;Politólogo;Pregrado;2002-10
1342;0;Especialista en Finanzas;Especialización;2003-10
3030;0;Magíster en Gerencia y Práctica del Desarrollo;Maestría;2015-10
2658;0;Músico con Enfasis en Instrumento - Contrabajo;Pregrado;2005-10
716;0;Abogado;Pregrado;1974-20
1904;D;Abogado;Pregrado;1981-20
1323;0;Especialista en Derecho Comercial;Especialización;1995-20
859;0;Especialista en Mercadeo;Especialización;2004-20
2405;0;Diseñador;Pregrado;2010-20
1451;0;Antropólogo;Pregrado;1997-20
1945;0;Magíster en Administración;Maestría;1985-10
1969;0;Magíster en Literatura;Maestría;2014-20
2382;0;Diseñador Industrial;Pregrado;2012-10
887;0;Biólogo;Pregrado;2003-20
1471;0;Abogado;Pregrado;1986-10
1024;0;Psicólogo;Pregrado;1981-10
3007;0;Matemático;Pregrado;2006-20
2712;0;Magíster en Biología;Maestría;1977-10
576;D;Magíster en Antropología;Maestría;2005-20
328;0;Mag?ster en Geograf?a;Maestr?a;2018-10
2671;0;Diseñador;Pregrado;2010-10
2165;0;Politólogo;Pregrado;2014-10
325;0;Mag?ster en Ciencias-F?sica;Maestr?a;2018-20
733;0;Especialista en Mercados;Especialización;1985-20
1399;0;Abogado;Pregrado;1986-20
772;0;Administrador de Empresas;Pregrado;1997-20
1432;0;Magíster en Gerencia Ambiental;Maestría;2010-20
606;0;Magíster en Administración;Maestría;1997-20
324;1;F?sico;Pregrado;2018-20
342;D;Mag?ster en M?sica;Maestr?a;2018-10
2625;0;Diseñador Industrial;Pregrado;2000-10
2019;0;Especialista en Teoría y Experiencias en Resolución de Conflictos Armados;Especialización;2004-10
681;0;Abogado;Pregrado;1998-10
959;0;Politólogo;Pregrado;2014-20
2639;0;Magíster en Historia;Maestría;2006-20
327;0;Mag?ster en Ciencias-F?sica;Maestr?a;2018-10
1615;D;Abogado;Pregrado;1993-20
60;D;Doctor en Filosof?a;Doctorado;2017-20
3000;0;Doctor en Psicología;Doctorado;2016-10
996;0;Especialista en Gestión Pública e Instituciones Administrativas;Especialización;2011-20
537;0;Especialista en Derecho Comercial;Especialización;1983-20
3194;0;Especialista en Negociación;Especialización;2012-20
1255;0;Administrador de Empresas;Pregrado;1997-10
997;0;Magíster en Mercadeo;Maestría;2011-20
1668;0;Magíster en Psicología Clínica y de la Salud;Maestría;2012-10
586;0;Microbiólogo;Pregrado;1998-20
1928;0;Magíster en Literatura;Maestría;2014-10
3150;0;Magíster en Matemáticas;Maestría;1982-20
663;0;Especialista en Mercados;Especialización;1997-20
1483;0;Magíster en Ciencias Biológicas. Area: Microbiología;Maestría;2007-20
2544;0;Magíster en Historia;Maestría;2006-10
2481;0;Magíster en Biología;Maestría;1965-10
1605;0;Antropólogo;Pregrado;1997-10
2410;0;Diseñador Industrial;Pregrado;2000-20
2702;1;Músico con Enfasis en Instrumento - Viola;Pregrado;2014-20
749;0;Especialista en Negociación;Especialización;2012-10
598;0;Magíster en Antropología;Maestría;2008-20
400;0;Economista;Pregrado;2018-10
3090;0;Profesional en Lenguajes y Estudios Socioculturales;Pregrado;2007-10
572;0;Arquitecto;Pregrado;2007-20
1782;0;Magíster en Psicología Clínica y de la Salud;Maestría;2012-20
1597;0;Maestro en Bellas Artes;Pregrado;1969-10
464;0;Microbiólogo;Pregrado;1998-10
1819;0;Magíster en Dirección Universitaria;Maestría;2008-20
1745;0;Especialista en Recursos Humanos;Especialización;1986-20
641;0;Magíster en Antropología;Maestría;2008-10
2835;0;Profesional en Lenguajes y Estudios Socioculturales;Pregrado;2007-20
750;0;Arquitecto;Pregrado;2007-10
