id;beneficiarioQE;gradoEgresado;nivelGrado;semestreGrado
2987;0;Maestro en Textiles;Pregrado;2001-10
2417;0;Historiador;Pregrado;2007-20
669;0;Politólogo;Pregrado;2013-20
2284;0;Físico;Pregrado;2015-10
1346;0;Magíster en Periodismo;Maestría;2016-10
821;0;Psicólogo;Pregrado;2011-20
802;0;Arquitecto;Pregrado;2006-10
703;0;Especialista en Tributación;Especialización;1991-10
2132;0;Magíster en Ciencias Biológicas. Area: Microbiología;Maestría;2008-20
1927;0;Químico;Pregrado;2016-20
56;0;Mag?ster en Ciencias Biol?gicas. Area: Biolog?a;Maestr?a;2017-10
2622;0;Politólogo;Pregrado;1972-10
2047;0;Politólogo;Pregrado;2013-10
2591;0;CICLO BAS.PROG.ESTUD.MUSICALES;Intermedio;1990-10
330;0;Dise?ador;PROFESIONAL;2018-10
2280;0;Físico;Pregrado;2015-20
2787;0;Bacteriólogo;Pregrado;2004-20
1466;0;Magíster en Ciencias Biológicas. Area: Microbiología;Maestría;2008-10
1102;0;Biólogo;Pregrado;1985-10
1968;0;Magíster en Derecho;Maestría;2004-20
2137;0;Politólogo;Pregrado;1972-20
359;0;Maestro en Arte. Concentraci?n: Proyectos Culturales;PROFESIONAL;2018-10
826;0;Especialista en Finanzas;Especialización;1995-20
2144;0;Politólogo;Pregrado;2001-20
692;D;Abogado;Pregrado;2011-10
105;0;Mag?ster en Geograf?a;Maestr?a;2017-10
1319;D;Abogado;Pregrado;1982-10
3179;0;Biólogo;Pregrado;2014-10
279;0;Arquitecto;Pregrado;2018-10
1156;0;Arquitecto;Pregrado;1977-10
2250;0;Físico;Pregrado;2003-10
2375;0;Diseñador Industrial;Pregrado;2011-20
2484;0;Historiador;Pregrado;2007-10
2579;0;Músico con Enfasis en Instrumento - Violín;Pregrado;2013-10
1406;0;Maestro en Arte. Concentración: Artes Plásticas;Pregrado;2008-20
2229;0;Politólogo;Pregrado;2001-10
852;0;Arquitecto;Pregrado;2006-20
635;D;Abogado;Pregrado;2011-20
95;0;Mag?ster en Geograf?a;Maestr?a;2017-20
539;0;Magíster en Periodismo;Maestría;2016-20
3097;0;Profesional en Lenguas Modernas;Pregrado;1983-20
47;0;Mag?ster en Ciencias Biol?gicas. Area: Biolog?a;Maestr?a;2017-20
2634;0;Músico con Enfasis en Instrumento - Viola y Composición;Pregrado;2013-10
2595;0;Músico con Enfasis en Dirección Coral;Pregrado;2005-10
1885;0;Químico;Pregrado;2016-10
803;0;Arquitecto;Pregrado;1977-20
2857;0;Profesional en Lenguas Modernas;Pregrado;1995-10
2265;0;Especialista en Derecho Comercial;Especialización;2015-10
958;0;Biólogo;Pregrado;1997-20
1670;0;Especialista en Legislación Financiera;Especialización;1996-20
2689;0;Músico con Enfasis en Teoría;Pregrado;2000-20
2297;0;Físico;Pregrado;1998-10
127;0;Mag?ster en Construcci?n de Paz;Maestr?a;2017-10
1025;0;Antropólogo;Pregrado;1984-20
636;0;Magíster en Gerencia y Práctica del Desarrollo;Maestría;2016-20
665;0;Arquitecto;Pregrado;1989-10
2076;0;Licenciado en Bacteriología y Ciencias Naturales;Pregrado;1978-10
2231;0;Físico;Pregrado;1986-20
765;0;Especialista en Gestión de Riesgo y Control de Instituciones Financieras;Especialización;2010-20
1350;0;Magíster en Administración;Maestría;2005-10
2845;0;Profesional en Lenguas Modernas;Pregrado;1995-20
2254;0;Físico;Pregrado;1998-20
2218;0;Delineante de Arquitectura;Pregrado;1961-10
422;0;Mag?ster en Ingenier?a de Petr?leos;Maestr?a;2018-20
1803;0;Antropólogo;Pregrado;1984-10
585;0;Arquitecto;Pregrado;1989-20
2233;0;Magíster en Gerencia y Práctica del Desarrollo;Maestría;2016-10
557;0;Magíster en Administración;Maestría;2005-20
1424;0;Especialista en Derecho Comercial;Especialización;2003-20
1285;0;Filósofo;Pregrado;2007-10
315;0;Arquitecto;Pregrado;2018-20
2854;0;Magíster en Ciencia Política;Maestría;2006-10
1594;0;Antropólogo;Pregrado;1996-20
1845;1;Magíster en Ciencias-Química;Maestría;2016-20
2238;D;Magíster en Ciencias-Física;Maestría;2007-20
3186;0;Doctor en Ciencias - Biología;Doctorado;2000-20
420;0;Mag?ster en Ingenier?a de Petr?leos;Maestr?a;2018-10
469;0;Abogado;Pregrado;2006-20
1077;0;Especialista en Régimen Jurídico, Financiero y Contable de Impuestos;Especialización;2007-20
1230;0;Microbiólogo;Pregrado;1997-20
2743;0;Doctor en Historia;Doctorado;2013-10
1166;0;Antropólogo;Pregrado;2013-20
1576;0;Arquitecto;Pregrado;1990-10
1074;0;Biólogo;Pregrado;1985-20
162;0;Doctor en Administraci?n;Doctorado;2017-20
2681;0;Especialista en Recursos Humanos;Especialización;1987-10
1253;0;Magíster en Derecho Público para la Gestión Administrativa;Maestría;2012-20
671;0;Antropólogo;Pregrado;1996-10
2620;0;Músico con Enfasis en Instrumento - Flauta;Pregrado;2000-20
466;D;Magíster en Ciencia Política;Maestría;2012-20
2061;0;Licenciado en Bacteriología y Ciencias Naturales;Pregrado;1966-10
130;0;Psic?logo;PROFESIONAL;2017-10
981;0;Especialista en Mercados;Especialización;1998-20
2955;0;Profesional en Lenguajes y Estudios Socioculturales;Pregrado;2008-10
1680;0;Magíster en Derecho;Maestría;2016-20
1280;0;Microbiólogo;Pregrado;1997-10
119;0;Mag?ster en Construcci?n de Paz;Maestr?a;2017-20
1800;0;Filósofo;Pregrado;1966-10
2762;0;Músico con Enfasis en Teoría;Pregrado;2012-20
2459;0;Doctor en Historia;Doctorado;2013-20
759;0;Arquitecto;Pregrado;1990-20
2678;0;CICLO BAS.PROG.ESTUD.MUSICALES;Intermedio;1989-10
293;0;Mag?ster en Finanzas;MAGISTER;2018-10
2216;0;Delineante de Arquitectura;Pregrado;1973-20
2915;D;Matemático;Pregrado;1979-10
1458;0;Magíster en Finanzas;Maestría;2016-10
20;0;Doctor en Ciencias - Biolog?a;Doctorado;2017-10
851;0;Especialista en Recursos Humanos;Especialización;1999-10
702;0;Antropólogo;Pregrado;2001-20
2781;0;Doctor en Genética;Doctorado;2002-20
1331;0;Especialista en Finanzas;Especialización;2000-20
1450;0;Filósofo;Pregrado;1978-10
1004;0;Maestro en Arte. Concentración: Medios Electrónicos y Artes del Tiempo;Pregrado;2015-10
29;0;M?sico con Enfasis en Instrumento - Canto y Producci?n de Audio;Pregrado;2017-20
2090;0;Abogado;Pregrado;1977-10
1383;0;Microbiólogo;Pregrado;1985-10
1554;0;Filósofo;Pregrado;1966-20
1057;0;Especialista en Mercadeo;Especialización;2007-10
1459;1;Filósofo;Pregrado;2010-20
1501;0;Magíster en Antropología;Maestría;2015-20
2957;0;Maestro en Textiles;Pregrado;1996-20
2548;0;Magíster en Geografía;Maestría;2015-20
1114;0;Magíster en Finanzas;Maestría;2016-20
2241;0;Magíster en Biología;Maestría;1991-10
121;0;Mag?ster en Derecho Privado;Maestr?a;2017-10
1310;0;Maestro en Arte. Concentración: Medios Electrónicos y Artes del Tiempo;Pregrado;2015-20
2555;0;Músico con Enfasis en Composición;Pregrado;2007-10
747;0;Especialista en Finanzas;Especialización;2000-10
333;0;Arquitecto;PROFESIONAL;2018-10
1617;0;Administrador de Empresas;Pregrado;1984-10
588;0;Abogado;Pregrado;1977-20
1894;0;Especialista en Recursos Humanos;Especialización;1987-20
1780;0;Magíster en Dirección Universitaria;Maestría;2002-10
881;0;Antropólogo;Pregrado;2013-10
1854;0;Especialista en Mercadeo;Especialización;2007-20
1317;0;Microbiólogo;Pregrado;1985-20
59;0;Doctor en Administraci?n;Doctorado;2017-10
1661;0;Magíster en Ciencias Biológicas. Area: Biología;Maestría;2008-10
2971;0;Maestro en Textiles;Pregrado;1996-10
2180;0;Magíster en Psicología;Maestría;2007-20
1098;0;Microbiólogo;Pregrado;1973-10
2100;0;Magíster en Pedagogía de Lenguas Extranjeras;Maestría;2016-20
2601;0;Magíster en Geografía;Maestría;2015-10
1099;0;Maestro en Artes Plásticas;Pregrado;1997-20
1131;0;Abogado;Pregrado;1989-10
3147;0;Doctor en Derecho;Doctorado;2016-10
1792;0;Especialista en Negociación y Relaciones Internacionales;Especialización;2009-20
2883;0;LicenciadO en Lenguas Modernas;Pregrado;1976-10
30;0;Mag?ster en Arquitectura;Maestr?a;2017-10
50;0;Mag?ster en Derecho Internacional;Maestr?a;2017-10
3095;0;Maestro en Textiles;Pregrado;1984-20
1524;0;Maestro en Arte. Concentración: Historia y Teoría del Arte;Pregrado;2002-20
2573;0;Bacteriólogo;Pregrado;1999-20
1366;0;Especialista en Negociación y Relaciones Internacionales;Especialización;2010-10
1769;0;Magíster en Dirección Universitaria;Maestría;2002-20
3044;0;Magíster en Matemáticas;Maestría;2014-10
2452;0;Magíster en Historia;Maestría;2009-10
1290;0;Maestro en Artes Plásticas;Pregrado;1997-10
3157;0;Especialista en Derecho Comercial;Especialización;1986-10
1929;0;Magíster en Psicología;Maestría;2007-10
1162;0;Maestro en Arte. Concentración: Historia y Teoría del Arte;Pregrado;2014-10
1801;0;Abogado;Pregrado;1989-20
2085;0;Magíster en Pedagogía de Lenguas Extranjeras;Maestría;2016-10
55;0;Mag?ster en Arquitectura;Maestr?a;2017-20
829;0;Antropólogo;Pregrado;2001-10
1381;0;Psicólogo;Pregrado;1994-20
1388;0;Filósofo;Pregrado;1978-20
1892;0;Especialista en Negociación y Relaciones Internacionales;Especialización;2010-20
873;D;Magíster en Antropología;Maestría;2014-20
3047;0;Magíster en Matemáticas;Maestría;2014-20
1722;0;Magíster en Psicología Clínica y de la Salud;Maestría;2015-10
945;0;Especialista en Creación Multimedia;Especialización;2015-10
2065;0;Bacteriólogo;Pregrado;1987-20
1516;D;Filósofo;Pregrado;2011-10
798;0;Abogado;Pregrado;1990-20
2456;0;Magíster en Historia;Maestría;2010-20
3075;0;Magíster en Matemáticas;Maestría;2002-10
1160;0;Psicólogo;Pregrado;1994-10
1891;0;Literato;Pregrado;2008-20
988;0;Administrador de Empresas;Pregrado;2009-10
140;0;Matem?tico;Pregrado;2017-10
2331;0;Magíster en Ciencias-Física;Maestría;2007-10
3187;0;INTERMEDIO ARTES PLASTICAS;Intermedio;1989-20
1204;0;Especialista en Gerencia de Abastecimiento Estratégico;Especialización;2013-20
1153;0;Psicólogo;Pregrado;1982-20
53;0;Mag?ster en Ciencias Biol?gicas. Area: Microbiolog?a;Maestr?a;2017-10
2228;D;Físico;Pregrado;2003-20
841;0;Administrador de Empresas;Pregrado;1996-20
2578;0;Músico con Enfasis en Producción de Audio;Pregrado;2013-20
1312;0;Especialista en Negociación y Relaciones Internacionales;Especialización;2009-10
2365;0;Magíster en Historia;Maestría;2010-10
1843;0;Abogado;Pregrado;1990-10
3038;0;Magíster en Matemáticas;Maestría;2002-20
1964;0;Literato;Pregrado;2008-10
731;0;Especialista en Creación Multimedia;Especialización;2003-10
2663;0;Bacteriólogo;Pregrado;1999-10
1416;0;INTERMEDIO ARTES PLASTICAS;Intermedio;1989-10
713;0;Psicólogo;Pregrado;1982-10
1278;0;Administrador de Empresas;Pregrado;1996-10
2559;0;Músico con Enfasis en Producción de Audio;Pregrado;2013-10
1256;0;Magíster en Administración;Maestría;1980-20
1913;0;Filósofo;Pregrado;1991-10
1262;0;Administrador de Empresas;Pregrado;1984-20
2079;0;Magíster en Estudios Culturales;Maestría;2012-20
1031;0;Magíster en Etnolingüística;Maestría;1995-20
2193;0;Magíster en Microbiología;Maestría;2002-20
2875;0;Matemático;Pregrado;1976-20
1906;0;Filósofo;Pregrado;1991-20
2317;0;Magíster en Administración;Maestría;1979-20
1961;0;Especialista en Derecho Comercial;Especialización;1998-20
2433;0;Magíster en Administración;Maestría;1980-10
323;0;Mag?ster en Tributaci?n;Maestr?a;2018-20
2143;0;Magíster en Estudios Culturales;Maestría;2012-10
1415;0;Especialista en Negociación y Relaciones Internacionales;Especialización;1996-20
2724;0;Magíster en Estudios Organizacionales;Maestría;2014-20
2556;0;Magíster en Microbiología;Maestría;2002-10
726;0;Microbiólogo;Pregrado;1994-10
1890;0;Magíster en Derecho Público para la Gestión Administrativa;Maestría;2015-20
896;0;Abogado;Pregrado;2010-20
1711;0;Especialista en Derecho Financiero;Especialización;1985-20
2838;0;Profesional en Lenguajes y Estudios Socioculturales;Pregrado;2000-10
2289;0;Especialista en Recursos Humanos;Especialización;1991-10
12;0;Mag?ster en Administraci?n;Maestr?a;2017-10
1279;0;Especialista en Finanzas;Especialización;2008-20
2161;0;Administrador de Empresas;Pregrado;1981-10
2388;D;Magíster en Historia;Maestría;2009-20
1002;0;Antropólogo;Pregrado;2010-10
2953;0;Magíster en Matemáticas;Maestría;1976-20
217;0;Mag?ster en Ingenier?a Qu?mica;Maestr?a;2017-10
8;0;Mag?ster en Gerencia y Pr?ctica del Desarrollo;Maestr?a;2017-20
2757;1;Músico con Enfasis en Instrumento - Piano;Pregrado;2011-10
589;0;Abogado;Pregrado;2009-20
993;0;Especialista en Banca;Especialización;1995-10
2856;D;Matemático;Pregrado;1976-10
2324;0;Magíster en Microbiología;Maestría;1976-10
235;0;Mag?ster en Ingenier?a Qu?mica;Maestr?a;2017-20
313;0;Mag?ster en Estudios Culturales;Maestr?a;2018-10
786;0;Antropólogo;Pregrado;2010-20
1681;0;Especialista en Finanzas;Especialización;2008-10
1068;0;Administrador de Empresas;Pregrado;1981-20
1286;0;Especialista en Legislación Financiera;Especialización;2010-20
3019;0;Profesional en Lenguajes y Estudios Socioculturales;Pregrado;2012-10
384;0;Ingeniero Electr?nico;Pregrado;2018-10
2138;0;Magíster en Microbiología;Maestría;1976-20
1651;0;Magíster en Administración;Maestría;1992-10
3013;0;Matemático;Pregrado;2002-10
1738;0;Magíster en Derecho Internacional;Maestría;2014-20
145;0;Magister en Investigaci?n en Administraci?n;Maestr?a;2017-20
3025;0;Maestro en Textiles;Intermedio;1984-20
2057;0;Bacteriólogo;Pregrado;1991-20
2919;0;Especialista en Legislación Financiera;Especialización;2010-10
2879;0;Profesional en Lenguajes y Estudios Socioculturales;Pregrado;2012-20
2970;0;LicenciadO en Lenguas Modernas;Pregrado;1979-10
1129;1;Antropólogo;Pregrado;2014-10
2071;0;Magíster en Pedagogía de Lenguas Extranjeras;Maestría;2013-20
2118;0;Licenciado en Bacteriología y Ciencias Naturales;Pregrado;1970-10
672;0;Abogado;Pregrado;2010-10
2985;0;Magíster en Derecho Internacional;Maestría;2014-10
1610;0;Especialista en Derecho Financiero;Especialización;1985-10
22;0;Mag?ster en Administraci?n;Maestr?a;2017-20
1418;0;Especialista en Recursos Humanos;Especialización;1991-20
446;0;Mag?ster en Educaci?n Matem?tica;Maestr?a;2018-10
2557;0;Músico con Enfasis en Guitarra;Pregrado;1998-20
674;0;Magíster en Administración;Maestría;1992-20
760;0;Microbiólogo;Pregrado;1982-10
209;0;Ingeniero Mec?nico;Pregrado;2017-20
2127;0;Licenciado en Bacteriología y Ciencias Naturales;Pregrado;1970-20
2300;0;Politólogo;Pregrado;1999-20
1179;0;Abogado;Pregrado;1981-10
1291;0;Especialista en Gerencia de Abastecimiento Estratégico;Especialización;2016-20
211;1;Ingeniero Mec?nico;Pregrado;2017-10
592;0;Magíster en Gerencia Ambiental;Maestría;2016-20
2349;0;Diseñador;Pregrado;2014-20
2673;0;Politólogo;Pregrado;1987-20
1101;0;Administrador de Empresas;Pregrado;2001-10
1139;0;Microbiólogo;Pregrado;2014-10
525;0;Abogado;Pregrado;1993-10
2631;0;Músico con Enfasis en Producción de Audio;Pregrado;2016-20
2492;0;Magíster en Ciencia Política;Maestría;1993-20
24;0;Mag?ster en Mercadeo;Maestr?a;2017-20
1678;0;Magíster en Filosofía;Maestría;2010-10
2947;0;Matemático;Pregrado;2014-10
2736;0;Músico con Enfasis en Dirección Coral;Pregrado;2002-10
2825;0;Especialista en Traducción;Especialización;1989-10
1765;0;Magíster en Filosofía;Maestría;2009-10
2032;0;Politólogo;Pregrado;1999-10
208;0;Ingeniero Industrial;PROFESIONAL;2017-10
1210;0;Especialista en Negociación y Relaciones Internacionales;Especialización;1993-20
72;0;Literato;Pregrado;2017-10
1241;0;Psicólogo;Pregrado;1985-20
2318;0;Magíster en Gerencia Ambiental;Maestría;2016-10
1474;0;Psicólogo;Pregrado;2007-10
2546;0;Músico con Enfasis en Instrumento - Percusión Sinfónica;Pregrado;2011-10
2426;0;Diseñador;Pregrado;2014-10
2794;1;Músico con Enfasis en Instrumento - Flauta y Dirección Coral;Pregrado;2016-10
2293;0;Especialista en Teoría y Experiencias en Resolución de Conflictos Armados;Especialización;2008-10
1009;0;Microbiólogo;Pregrado;2014-20
396;0;Especialista en Automatizaci?n de Procesos Industriales;Especializaci?n;2018-10
2889;0;Especialista en Traducción;Especialización;1990-10
2606;0;Músico con Enfasis en Producción de Audio;Pregrado;2016-10
3018;0;Matemático;Pregrado;2002-20
2309;0;Arquitecto;Pregrado;1968-20
3146;0;LicenciadO en Lenguas Modernas;Pregrado;1967-20
2946;0;Maestro en Textiles;Intermedio;1984-10
2236;0;Magíster en Filosofía;Maestría;2010-20
1882;0;Literato;Pregrado;2005-20
3125;0;Profesional en Lenguajes y Estudios Socioculturales;Pregrado;1980-10
2307;0;Bacteriólogo;Pregrado;1991-10
2873;0;Especialista en Traducción;Especialización;1989-20
1604;D;Doctor en Psicología;Doctorado;2016-20
1296;0;ESP.EN PSICOLOGIA CLINICA;Especialización;1986-10
1052;0;Psicólogo;Pregrado;1985-10
434;0;Mag?ster en Dise?o de Procesos y Productos;Maestr?a;2018-20
1729;0;Magíster en Antropología;Maestría;2015-10
607;0;Administrador de Empresas;Pregrado;1993-20
679;0;Psicólogo;Pregrado;2007-20
2248;0;Arquitecto;Pregrado;1968-10
2599;0;Músico con Enfasis en Instrumento - Piano;Pregrado;2001-10
1307;0;Especialista en Negociación y Relaciones Internacionales;Especialización;2001-10
1583;0;Magíster en Derecho Privado;Maestría;2014-10
3079;0;LicenciadO en Lenguas Modernas;Pregrado;1967-10
1341;0;Mtro en Art. Conc: Arts Plásticas y Medios Electrónicos y Arts del Tpo;Pregrado;2009-20
2007;0;Politólogo;Pregrado;1975-20
628;0;Magíster en Administración;Maestría;1988-20
3160;0;Biólogo;Pregrado;1969-10
2082;0;Magíster en Estudios Culturales;Maestría;2015-10
1473;0;Magíster en Ciencias Biológicas. Area: Biología;Maestría;2008-20
435;0;Mag?ster en Dise?o de Procesos y Productos;Maestr?a;2018-10
2754;0;Músico con Enfasis en Guitarra;Pregrado;2006-10
912;0;Administrador de Empresas;Pregrado;1993-10
430;0;Especialista en Construcci?n de Software;Especializaci?n;2018-10
153;0;Especialista en Derecho Comercial;Especializaci?n;2017-10
3151;0;Politólogo;Pregrado;1987-10
144;0;Mag?ster en Gerencia y Pr?ctica del Desarrollo;Maestr?a;2017-10
37;0;Mag?ster en Mercadeo;Maestr?a;2017-10
2050;0;Magíster en Filosofía;Maestría;2009-20
1755;0;Magíster en Administración;Maestría;1988-10
63;0;Literato;Pregrado;2017-20
2790;0;Músico con Enfasis en Guitarra;Pregrado;2006-20
21;0;Especialista en Derecho Comercial;Especializaci?n;2017-20
3015;0;Matemático;Pregrado;1980-10
2030;0;Magíster en Ciencia Política;Maestría;2010-20
1504;0;Magíster en Administración;Maestría;1976-20
3124;0;Magíster en Arquitectura;Maestría;2013-20
81;0;Mag?ster en Pedagog?a de Lenguas Extranjeras;Maestr?a;2017-10
2466;0;Historiador;Pregrado;2016-10
74;0;Mag?ster en Antropolog?a;Maestr?a;2017-10
1267;0;Especialista en Derecho de Los Negocios Internacionales;Especialización;2010-20
2311;0;Físico;Pregrado;2006-20
2074;0;Magíster en Estudios Culturales;Maestría;2015-20
2765;0;Músico con Enfasis en Instrumento - Clarinete;Pregrado;2014-20
548;0;Politólogo;Pregrado;2010-20
2863;0;Matemático;Pregrado;1980-20
3143;0;Profesional en Lenguajes y Estudios Socioculturales;Pregrado;1967-10
89;0;Mag?ster en Pedagog?a de Lenguas Extranjeras;Maestr?a;2017-20
2600;0;Historiador;Pregrado;2016-20
2490;0;Politólogo;Pregrado;1975-10
575;0;Politólogo;Pregrado;2010-10
1216;0;Arquitecto;Pregrado;1974-10
649;0;Politólogo;Pregrado;2009-20
2438;0;Historiador;Pregrado;2004-10
807;0;Especialista en Derecho de Los Negocios Internacionales;Especialización;2009-20
2900;0;Músico;Pregrado;2011-20
1888;0;Literato;Pregrado;2005-10
1489;0;Filósofo;Pregrado;2007-20
2246;0;Magíster en Literatura;Maestría;2011-10
614;0;Especialista en Derecho Comercial;Especialización;2015-20
2199;0;Arquitecto;Pregrado;1974-20
2837;0;Músico con Enfasis en Instrumento - Viola y Composición;Pregrado;2016-10
843;0;Especialista en Negociación;Especialización;2015-10
768;0;Politólogo;Pregrado;2009-10
392;0;Mag?ster en Ingenier?a Biom?dica;Maestr?a;2018-10
2354;0;Historiador;Pregrado;2004-20
321;0;Historiador;PROFESIONAL;2018-10
1264;0;Administrador de Empresas;Pregrado;2001-20
62;0;Mag?ster en Antropolog?a;Maestr?a;2017-20
2126;0;Especialista en Derecho de Los Negocios Internacionales;Especialización;2010-10
498;0;Especialista en Finanzas;Especialización;1992-20
526;D;Especialista en Periodismo;Especialización;2001-20
1887;0;Magíster en Literatura;Maestría;2011-20
2351;0;Físico;Pregrado;2006-10
2759;0;Magíster en Arquitectura;Maestría;2013-10
2902;0;Matemático;Pregrado;1992-20
2844;0;LicenciadO en Lenguas Modernas;Pregrado;1979-20
216;0;Especialista en Sistemas de Informaci?n en la Organizaci?n;Especializaci?n;2017-20
3014;0;LicenciadO en Lenguas Modernas;Pregrado;1980-10
391;0;Mag?ster en Ingenier?a Biom?dica;Maestr?a;2018-20
662;0;Maestro en Arte. Concentración: Artes Plásticas;Pregrado;2008-10
2454;0;Licenciado en Bacteriología y Ciencias Naturales;Pregrado;1969-10
463;0;Arquitecto;Pregrado;1986-20
1551;0;Antropólogo;Pregrado;1981-20
670;0;Psicólogo;Pregrado;1997-10
2445;0;Diseñador Industrial;Pregrado;2011-10
1008;0;Arquitecto;Pregrado;1986-10
1313;0;Especialista en Legislación Financiera;Especialización;1999-20
1397;0;Microbiólogo;Pregrado;2002-20
568;0;Especialista en Finanzas;Especialización;1992-10
754;0;Especialista en Periodismo;Especialización;2008-10
948;0;Arquitecto;Pregrado;1998-10
1119;D;Especialista en Gestión Pública e Instituciones Administrativas;Especialización;1992-20
2851;1;Matemático;Pregrado;2011-20
3207;0;Biólogo;Pregrado;2002-10
1339;0;Especialista en Gestión Pública e Instituciones Administrativas;Especialización;1991-20
2676;0;Músico con Enfasis en Teoría;Pregrado;2003-20
2887;0;LicenciadO en Lenguas Modernas;Pregrado;1980-20
2442;0;Licenciado en Bacteriología y Ciencias Naturales;Pregrado;1969-20
718;0;Administrador de Empresas;Pregrado;2013-10
2272;0;Doctor en Psicología;Doctorado;2014-10
312;0;Doctor en Literatura;Doctorado;2018-10
634;0;Psicólogo;Pregrado;1997-20
1530;0;Magíster en Ciencias Biológicas. Area: Microbiología;Maestría;2012-20
835;0;Microbiólogo;Pregrado;2002-10
987;0;Abogado;Pregrado;2009-10
2795;0;Doctor en Historia;Doctorado;2016-10
459;0;Administrador de Empresas;Pregrado;2013-20
571;0;Magíster en Mercadeo;Maestría;2010-20
1577;0;Magíster en Ciencias Biológicas. Area: Microbiología;Maestría;2012-10
272;0;Especialista en Administraci?n Financiera;Especializaci?n;2018-10
2852;0;LicenciadO en Lenguas Modernas;Pregrado;1992-20
832;0;Magíster en Administración;Maestría;2008-20
387;0;Ingeniero Ambiental;Pregrado;2018-10
79;0;Doctor en Ciencias - Qu?mica;DOCTOR;2017-20
2151;0;Magíster en Ciencia Política;Maestría;2009-10
806;0;Antropólogo;Pregrado;1993-20
2075;0;Magíster en Derecho Público para la Gestión Administrativa;Maestría;2015-10
2783;0;Geocientífico;Pregrado;2016-20
2960;0;Maestro en Textiles;Pregrado;2001-20
1793;0;Especialista en Régimen Jurídico, Financiero y Contable de Impuestos;Especialización;2004-20
1998;0;Magíster en Ciencia Política;Maestría;2010-10
2822;0;Profesional en Lenguajes y Estudios Socioculturales;Pregrado;2000-20
1993;0;Magíster en Ciencia Política;Maestría;2009-20
2808;0;LicenciadO en Lenguas Modernas;Pregrado;1992-10
1082;0;Especialista en Régimen Contractual;Especialización;1995-20
656;0;Arquitecto;Pregrado;1998-20
869;0;Especialista en Mercadeo;Especialización;2004-10
247;0;Especialista en Gesti?n Regional del Desarrollo;Especializaci?n;2017-10
1829;0;Filósofo;Pregrado;1975-20
595;0;Microbiólogo;Pregrado;1976-20
475;0;Especialista en Recursos Humanos;Especialización;1996-20
1654;0;Magíster en Finanzas;Maestría;2013-10
2651;0;Músico con Enfasis en Producción de Audio;Pregrado;2009-20
139;0;Profesional en Lenguajes y Estudios Socioculturales;Pregrado;2017-10
2568;0;Músico con Enfasis en Composición;Pregrado;2011-10
1247;0;Especialista en Mercadeo;Especialización;1985-20
1664;0;Filósofo;Pregrado;1975-10
485;0;INTERMEDIO ARTES;Intermedio;1990-10
2147;0;Magíster en Biología;Maestría;1999-20
664;0;Especialista en Recursos Humanos;Especialización;1996-10
3148;0;LicenciadO en Lenguas Modernas;Pregrado;1973-10
878;0;Microbiólogo;Pregrado;1988-10
1214;0;Magíster en Finanzas;Maestría;2013-20
141;0;Profesional en Lenguajes y Estudios Socioculturales;Pregrado;2017-20
792;0;Especialista en Administración Financiera;Especialización;2014-20
2582;0;Músico con Enfasis en Producción de Audio;Pregrado;2009-10
2668;0;Músico con Enfasis en Composición;Pregrado;2011-20
2615;D;Físico;Pregrado;2000-20
2977;0;Maestro en Textiles;Pregrado;1993-20
1200;D;Especialista en Derecho Urbano, Propiedad y Políticas del Suelo;Especialización;2012-20
1269;0;Especialista en Administración Financiera;Especialización;2014-10
1360;0;Abogado;Pregrado;2015-10
3027;D;Matemático;Pregrado;2000-20
1853;0;Literato;Pregrado;2002-20
2286;0;Magíster en Biología;Maestría;1999-10
299;0;Literato;PROFESIONAL;2018-10
2672;0;Magíster en Ciencias-Física;Maestría;2002-20
133;0;Geocient?fico;Pregrado;2017-10
3142;0;LicenciadO en Lenguas Modernas;Pregrado;1973-20
957;D;Microbiólogo;Pregrado;1986-20
495;0;Abogado;Pregrado;2015-20
1653;0;Filósofo;Pregrado;1987-20
282;0;Maestro en Arte. Concentraciones: Artes Pl?sticas y Proyectos Culturales;PROFESIONAL;2018-10
3032;0;Maestro en Textiles;Pregrado;1993-10
631;0;Microbiólogo;Pregrado;1976-10
2000;0;Literato;Pregrado;2002-10
245;0;Especialista en Gesti?n Regional del Desarrollo;Especializaci?n;2017-20
132;0;Geocient?fico;Pregrado;2017-20
2705;0;Magíster en Ciencias-Física;Maestría;2002-10
778;0;Especialista en Periodismo;Especialización;2000-20
2716;0;Magíster en Biología;Maestría;1987-20
1868;0;Filósofo;Pregrado;1987-10
2707;0;Magíster en Microbiología;Maestría;1980-20
117;0;M?sico con Enfasis en Instrumento - Clarinete;Pregrado;2017-20
844;0;Administrador de Empresas;Pregrado;1999-20
1625;0;Especialista en Inteligencia de Mercados;Especialización;2011-20
1401;0;Magíster en Ciencias Biológicas. Area: Biología;Maestría;2015-10
3188;0;Magíster en Biología;Maestría;1975-20
805;0;Psicólogo;Pregrado;1991-20
1270;0;Especialista en Negociación y Relaciones Internacionales;Especialización;2006-10
1294;0;Especialista en Gestión Pública e Instituciones Administrativas;Especialización;2001-20
694;0;Administrador de Empresas;Pregrado;2006-20
2220;0;Bacteriólogo;Pregrado;1996-10
389;0;Ingeniero Biom?dico;Pregrado;2018-10
2527;0;Magíster en Biología;Maestría;1975-10
2858;0;Matemático;Pregrado;2008-20
2547;0;Magíster en Psicología;Maestría;2014-10
